"Mod name","Registry name","Item ID","Display name","Plant Type","Tags"
"Oh The Biomes You'll Go","byg:winter_rose",8175,"Winter Rose","plains","byg:white_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:winter_scilla",8176,"Winter Scilla","plains","byg:light_blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:winter_succulent",8101,"Winter Succulent","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:witch_hazel_sapling",7785,"Witch Hazel Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:withering_oak_sapling",7858,"Withering Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:wood_blewit",8077,"Wood Blewit","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:yellow_birch_sapling",7893,"Yellow Birch Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:yellow_daffodil",8177,"Yellow Daffodil","plains","byg:yellow_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:yellow_spruce_sapling",7895,"Yellow Spruce Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:yellow_tulip",8178,"Yellow Tulip","plains","byg:yellow_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:zelkova_sapling",7803,"Zelkova Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Pam's HarvestCraft 2 Crops","pamhc2crops:agaveitem",4912,"Agave","crop","forge:crops/agave, forge:vinegar_ingredients, forge:vinegar_ingredients/agave"
"Pam's HarvestCraft 2 Crops","pamhc2crops:agaveseeditem",4938,"Agave Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/agave"
"Pam's HarvestCraft 2 Crops","pamhc2crops:amaranthitem",4840,"Amaranth","crop","forge:crops/amaranth, forge:flour_plants, forge:flour_plants/amaranth, forge:grain, forge:grain/amaranth"
"Pam's HarvestCraft 2 Crops","pamhc2crops:amaranthseeditem",4939,"Amaranth Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/amaranth"
"Pam's HarvestCraft 2 Crops","pamhc2crops:aridgarden",4834,"Arid Garden","desert",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:arrowrootitem",4877,"Arrowroot","crop","diet:vegetables, forge:crops/arrowroot, forge:flour_plants, forge:flour_plants/arrowroot, forge:rootvegetables, forge:rootvegetables/arrowroot, forge:vegetables, forge:vegetables/arrowroot"
"Pam's HarvestCraft 2 Crops","pamhc2crops:arrowrootseeditem",4940,"Arrowroot Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/arrowroot"
"Pam's HarvestCraft 2 Crops","pamhc2crops:artichokeitem",4857,"Artichoke","crop","diet:vegetables, forge:crops/artichoke, forge:salad_ingredients, forge:salad_ingredients/artichoke, forge:vegetables, forge:vegetables/artichoke"
"Pam's HarvestCraft 2 Crops","pamhc2crops:artichokeseeditem",4941,"Artichoke Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/artichoke"
"Pam's HarvestCraft 2 Crops","pamhc2crops:asparagusitem",4858,"Asparagus","crop","diet:vegetables, forge:crops/asparagus, forge:salad_ingredients, forge:salad_ingredients/asparagus, forge:vegetables, forge:vegetables/asparagus"
"Pam's HarvestCraft 2 Crops","pamhc2crops:asparagusseeditem",4942,"Asparagus Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/asparagus"
"Pam's HarvestCraft 2 Crops","pamhc2crops:barleyitem",4841,"Barley","crop","diet:grains, forge:carbs, forge:carbs/barley, forge:crops/barley, forge:flour_plants, forge:flour_plants/barley, forge:grain, forge:grain/barley, forge:vinegar_ingredients, forge:vinegar_ingredients/barley"
"Pam's HarvestCraft 2 Crops","pamhc2crops:barleyseeditem",4943,"Barley Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/barley"
"Pam's HarvestCraft 2 Crops","pamhc2crops:beanitem",4842,"Bean","crop","diet:proteins, forge:crops/bean, forge:flour_plants, forge:flour_plants/bean, forge:grain, forge:grain/bean, supplementaries:cookies"
"Pam's HarvestCraft 2 Crops","pamhc2crops:beanseeditem",4944,"Bean Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/bean"
"Pam's HarvestCraft 2 Crops","pamhc2crops:bellpepperitem",4859,"Bellpepper","crop","diet:vegetables, forge:crops/bellpepper, forge:peppers, forge:peppers/bellpepper, forge:vegetables, forge:vegetables/bellpepper"
"Pam's HarvestCraft 2 Crops","pamhc2crops:bellpepperseeditem",4945,"Bellpepper Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/bellpepper"
"Pam's HarvestCraft 2 Crops","pamhc2crops:blackberryitem",4894,"Blackberry","crop","diet:fruits, forge:berries, forge:berries/blackberry, forge:crops/blackberry, forge:fruits, forge:fruits/blackberries, forge:fruits/blackberry, forge:paper_plants, forge:paper_plants/blackberry, forge:vinegar_ingredients, forge:vinegar_ingredients/blackberries, forge:vinegar_ingredients/blackberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:blackberryseeditem",4946,"Blackberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/blackberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:blueberryitem",4895,"Blueberry","crop","diet:fruits, forge:berries, forge:berries/blueberry, forge:crops/blueberry, forge:fruits, forge:fruits/blueberries, forge:fruits/blueberry, forge:vinegar_ingredients, forge:vinegar_ingredients/blueberries, forge:vinegar_ingredients/blueberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:blueberryseeditem",4947,"Blueberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/blueberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:broccoliitem",4860,"Broccoli","crop","diet:vegetables, forge:crops/broccoli, forge:salad_ingredients, forge:salad_ingredients/broccoli, forge:vegetables, forge:vegetables/broccoli"
"Pam's HarvestCraft 2 Crops","pamhc2crops:broccoliseeditem",4948,"Broccoli Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/broccoli"
"Pam's HarvestCraft 2 Crops","pamhc2crops:brusselsproutitem",4861,"Brusselsprout","crop","diet:vegetables, forge:crops/brusselsprout, forge:salad_ingredients, forge:salad_ingredients/brusselsprout, forge:vegetables, forge:vegetables/brusselsprout"
"Pam's HarvestCraft 2 Crops","pamhc2crops:brusselsproutseeditem",4949,"Brusselsprout Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/brusselsprout"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cabbageitem",4862,"Cabbage","crop","diet:vegetables, forge:crops/cabbage, forge:leafyvegetables, forge:leafyvegetables/cabbage, forge:salad_ingredients, forge:salad_ingredients/cabbage, forge:vegetables, forge:vegetables/cabbage"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cabbageseeditem",4950,"Cabbage Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cabbage"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cactusfruititem",4896,"Cactusfruit","crop","diet:fruits, forge:crops/cactusfruit, forge:fruits, forge:fruits/cactus_fruit, forge:fruits/cactusfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/cactus_fruit, forge:vinegar_ingredients/cactusfruit"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cactusfruitseeditem",4951,"Cactusfruit Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cactusfruit"
"Pam's HarvestCraft 2 Crops","pamhc2crops:candleberryitem",4897,"Candleberry","crop","diet:fruits, forge:berries, forge:berries/candleberry, forge:crops/candleberry, forge:fruits, forge:fruits/candleberry, forge:vinegar_ingredients, forge:vinegar_ingredients/candleberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:candleberryseeditem",4952,"Candleberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/candleberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cantaloupeitem",4898,"Cantaloupe","crop","diet:fruits, forge:crops/cantaloupe, forge:fruits, forge:fruits/cantaloupe, forge:vinegar_ingredients, forge:vinegar_ingredients/cantaloupe"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cantaloupeseeditem",4953,"Cantaloupe Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cantaloupe"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cassavaitem",4878,"Cassava","crop","diet:vegetables, forge:crops/cassava, forge:flour_plants, forge:flour_plants/cassava, forge:rootvegetables, forge:rootvegetables/cassava, forge:vegetables, forge:vegetables/cassava"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cassavaseeditem",4954,"Cassava Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cassava"
"Pam's HarvestCraft 2 Crops","pamhc2crops:caulifloweritem",4863,"Cauliflower","crop","diet:vegetables, forge:crops/cauliflower, forge:salad_ingredients, forge:salad_ingredients/cauliflower, forge:vegetables, forge:vegetables/cauliflower"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cauliflowerseeditem",4955,"Cauliflower Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cauliflower"
"Pam's HarvestCraft 2 Crops","pamhc2crops:celeryitem",4864,"Celery","crop","diet:vegetables, forge:crops/celery, forge:vegetables, forge:vegetables/celery"
"Pam's HarvestCraft 2 Crops","pamhc2crops:celeryseeditem",4956,"Celery Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/celery"
"Pam's HarvestCraft 2 Crops","pamhc2crops:chickpeaitem",4843,"Chickpea","crop","diet:grains, forge:crops/chickpea, forge:flour_plants, forge:flour_plants/chickpea, forge:grain, forge:grain/chickpea, supplementaries:cookies"
"Pam's HarvestCraft 2 Crops","pamhc2crops:chickpeaseeditem",4957,"Chickpea Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/chickpea"
"Pam's HarvestCraft 2 Crops","pamhc2crops:chilipepperitem",4865,"Chilipepper","crop","diet:vegetables, forge:crops/chilipepper, forge:peppers, forge:peppers/chilipepper, forge:vegetables, forge:vegetables/chilipepper"
"Pam's HarvestCraft 2 Crops","pamhc2crops:chilipepperseeditem",4958,"Chilipepper Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/chilipepper"
"Pam's HarvestCraft 2 Crops","pamhc2crops:coffeebeanitem",4910,"Coffeebean","crop","diet:vegetables, forge:crops/coffeebean"
"Pam's HarvestCraft 2 Crops","pamhc2crops:coffeebeanseeditem",4959,"Coffeebean Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/coffeebean"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cornitem",4844,"Corn","crop","diet:vegetables, forge:carbs, forge:carbs/corn, forge:crops/corn, forge:flour_plants, forge:flour_plants/corn, forge:grain, forge:grain/corn, forge:protein, forge:protein/corn"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cornseeditem",4960,"Corn Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/corn"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cottonitem",4852,"Cotton","crop","forge:crops/cotton, forge:fiber, forge:fiber/cotton"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cottonseeditem",4961,"Cotton Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cotton"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cranberryitem",4899,"Cranberry","crop","diet:fruits, forge:berries, forge:berries/cranberry, forge:crops/cranberry, forge:fruits, forge:fruits/cranberry, forge:vinegar_ingredients, forge:vinegar_ingredients/cranberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cranberryseeditem",4962,"Cranberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cranberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cucumberitem",4866,"Cucumber","crop","diet:vegetables, forge:crops/cucumber, forge:salad_ingredients/cucumber, forge:vegetables, forge:vegetables/cucumber"
"Pam's HarvestCraft 2 Crops","pamhc2crops:cucumberseeditem",4963,"Cucumber Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cucumber"
"Pam's HarvestCraft 2 Crops","pamhc2crops:eggplantitem",4867,"Eggplant","crop","diet:vegetables, forge:crops/eggplant, forge:vegetables, forge:vegetables/eggplant"
"Pam's HarvestCraft 2 Crops","pamhc2crops:eggplantseeditem",4964,"Eggplant Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/eggplant"
"Pam's HarvestCraft 2 Crops","pamhc2crops:elderberryitem",4900,"Elderberry","crop","diet:fruits, forge:berries, forge:berries/elderberry, forge:crops/elderberry, forge:fruits, forge:fruits/elderberry, forge:vinegar_ingredients, forge:vinegar_ingredients/elderberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:elderberryseeditem",4965,"Elderberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/elderberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:flaxitem",4853,"Flax","crop","forge:crops/flax, forge:egg, forge:egg/flax, forge:fiber, forge:fiber/flax"
"Pam's HarvestCraft 2 Crops","pamhc2crops:flaxseeditem",4966,"Flax Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/flax"
"Pam's HarvestCraft 2 Crops","pamhc2crops:frostgarden",4835,"Frost Garden","plains",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:garlicitem",4879,"Garlic","crop","diet:ingredients, diet:vegetables, forge:crops/garlic, forge:rootvegetables, forge:rootvegetables/garlic, forge:vegetables, forge:vegetables/garlic, supplementaries:cookies"
"Pam's HarvestCraft 2 Crops","pamhc2crops:garlicseeditem",4967,"Garlic Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/garlic"
"Pam's HarvestCraft 2 Crops","pamhc2crops:gingeritem",4914,"Ginger","crop","diet:vegetables, forge:crops/ginger, forge:spices, forge:spices/ginger"
"Pam's HarvestCraft 2 Crops","pamhc2crops:gingerseeditem",4968,"Ginger Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/ginger"
"Pam's HarvestCraft 2 Crops","pamhc2crops:grapeitem",4901,"Grape","crop","diet:fruits, forge:crops/grape, forge:fruits, forge:fruits/grape, forge:fruits/grapes, forge:vinegar_ingredients, forge:vinegar_ingredients/grape, forge:vinegar_ingredients/grapes"
"Pam's HarvestCraft 2 Crops","pamhc2crops:grapeseeditem",4969,"Grape Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/grape"
"Pam's HarvestCraft 2 Crops","pamhc2crops:greengrapeitem",4902,"Green Grape","crop","diet:fruits, forge:crops/greengrape, forge:fruits, forge:fruits/greengrape, forge:vinegar_ingredients, forge:vinegar_ingredients/greengrape"
"Pam's HarvestCraft 2 Crops","pamhc2crops:greengrapeseeditem",4970,"Green Grape Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/greengrape"
"Pam's HarvestCraft 2 Crops","pamhc2crops:huckleberryitem",4903,"Huckleberry","crop","diet:fruits, forge:berries, forge:berries/huckleberry, forge:crops/huckleberry, forge:fruits, forge:fruits/huckleberry, forge:vinegar_ingredients, forge:vinegar_ingredients/huckleberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:huckleberryseeditem",4971,"Huckleberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/huckleberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:jicamaitem",4880,"Jicama","crop","diet:vegetables, forge:crops/jicama, forge:flour_plants, forge:flour_plants/jicama, forge:rootvegetables, forge:rootvegetables/jicama, forge:vegetables, forge:vegetables/jicama, supplementaries:cookies"
"Pam's HarvestCraft 2 Crops","pamhc2crops:jicamaseeditem",4972,"Jicama Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/jicama"
"Pam's HarvestCraft 2 Crops","pamhc2crops:juniperberryitem",4904,"Juniperberry","crop","diet:fruits, forge:berries, forge:berries/juniperberry, forge:crops/juniperberry, forge:fruits, forge:fruits/juniperberry, forge:paper_plants, forge:paper_plants/juniperberry, forge:vinegar_ingredients, forge:vinegar_ingredients/juniperberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:juniperberryseeditem",4973,"Juniperberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/juniperberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:juteitem",4855,"Jute","crop","forge:crops/jute, forge:fiber, forge:fiber/jute"
"Pam's HarvestCraft 2 Crops","pamhc2crops:juteseeditem",4974,"Jute Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/jute"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kaleitem",4868,"Kale","crop","diet:vegetables, forge:crops/kale, forge:leafyvegetables, forge:leafyvegetables/kale, forge:salad_ingredients, forge:salad_ingredients/kale, forge:vegetables, forge:vegetables/kale"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kaleseeditem",4975,"Kale Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/kale"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kenafitem",4854,"Kenaf","crop","forge:crops/kenaf, forge:fiber, forge:fiber/kenaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kenafseeditem",4976,"Kenaf Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/kenaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kiwiitem",4905,"Kiwi","crop","diet:fruits, forge:crops/kiwi, forge:fruits, forge:fruits/kiwi, forge:vinegar_ingredients, forge:vinegar_ingredients/kiwi"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kiwiseeditem",4977,"Kiwi Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/kiwi"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kohlrabiitem",4882,"Kohlrabi","crop","diet:vegetables, forge:crops/kohlrabi, forge:rootvegetables, forge:rootvegetables/kohlrabi, forge:vegetables, forge:vegetables/kohlrabi"
"Pam's HarvestCraft 2 Crops","pamhc2crops:kohlrabiseeditem",4978,"Kohlrabi Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/kohlrabi"
"Pam's HarvestCraft 2 Crops","pamhc2crops:leekitem",4881,"Leek","crop","diet:vegetables, forge:crops/leek, forge:rootvegetables, forge:rootvegetables/leek, forge:vegetables, forge:vegetables/leek"
"Pam's HarvestCraft 2 Crops","pamhc2crops:leekseeditem",4979,"Leek Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/leek"
"Pam's HarvestCraft 2 Crops","pamhc2crops:lentilitem",4845,"Lentil","crop","forge:crops/lentil, forge:flour_plants, forge:flour_plants/lentil, forge:grain, forge:grain/lentil"
"Pam's HarvestCraft 2 Crops","pamhc2crops:lentilseeditem",4980,"Lentil Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/lentil"
"Pam's HarvestCraft 2 Crops","pamhc2crops:lettuceitem",4869,"Lettuce","crop","diet:vegetables, forge:crops/lettuce, forge:leafyvegetables, forge:leafyvegetables/lettuce, forge:salad_ingredients, forge:salad_ingredients/lettuce, forge:vegetables, forge:vegetables/lettuce"
"Pam's HarvestCraft 2 Crops","pamhc2crops:lettuceseeditem",4981,"Lettuce Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/lettuce"
"Pam's HarvestCraft 2 Crops","pamhc2crops:milletitem",4846,"Millet","crop","forge:crops/millet, forge:flour_plants, forge:flour_plants/millet, forge:grain, forge:grain/millet, forge:vinegar_ingredients, forge:vinegar_ingredients/millet"
"Pam's HarvestCraft 2 Crops","pamhc2crops:milletseeditem",4982,"Millet Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/millet"
"Pam's HarvestCraft 2 Crops","pamhc2crops:mulberryitem",4906,"Mulberry","crop","diet:fruits, forge:berries, forge:berries/mulberry, forge:crops/mulberry, forge:fruits, forge:fruits/mulberry, forge:paper_plants, forge:paper_plants/mulberry, forge:vinegar_ingredients, forge:vinegar_ingredients/mulberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:mulberryseeditem",4983,"Mulberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/mulberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:mustardseedsitem",4917,"Mustard Seeds","crop","forge:crops/mustardseeds, forge:spices, forge:spices/mustardseeds"
"Pam's HarvestCraft 2 Crops","pamhc2crops:mustardseedsseeditem",4984,"Mustard Seeds Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/mustardseeds"
"Pam's HarvestCraft 2 Crops","pamhc2crops:oatsitem",4847,"Oats","crop","diet:grains, forge:carbs, forge:carbs/oat, forge:carbs/oats, forge:crops/oat, forge:crops/oats, forge:flour_plants, forge:flour_plants/oat, forge:flour_plants/oats, forge:grain, forge:grain/oat, forge:grain/oats, forge:vinegar_ingredients, forge:vinegar_ingredients/oat, forge:vinegar_ingredients/oats"
"Pam's HarvestCraft 2 Crops","pamhc2crops:oatsseeditem",4985,"Oats Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/oats"
"Pam's HarvestCraft 2 Crops","pamhc2crops:okraitem",4870,"Okra","crop","diet:vegetables, forge:crops/okra, forge:paper_plants, forge:paper_plants/okra, forge:vegetables, forge:vegetables/okra"
"Pam's HarvestCraft 2 Crops","pamhc2crops:okraseeditem",4986,"Okra Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/okra"
"Pam's HarvestCraft 2 Crops","pamhc2crops:onionitem",4883,"Onion","crop","diet:vegetables, forge:crops/onion, forge:onions, forge:onions/onion, forge:rootvegetables, forge:rootvegetables/onion, forge:vegetables, forge:vegetables/onion"
"Pam's HarvestCraft 2 Crops","pamhc2crops:onionseeditem",4987,"Onion Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/onion"
"Pam's HarvestCraft 2 Crops","pamhc2crops:parsnipitem",4884,"Parsnip","crop","diet:vegetables, forge:crops/parsnip, forge:rootvegetables, forge:rootvegetables/parsnip, forge:vegetables, forge:vegetables/parsnip"
"Pam's HarvestCraft 2 Crops","pamhc2crops:parsnipseeditem",4988,"Parsnip Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/parsnip"
"Pam's HarvestCraft 2 Crops","pamhc2crops:peanutitem",4885,"Peanut","crop","diet:proteins, forge:crops/peanut, forge:flour_plants, forge:flour_plants/peanut, forge:nuts/peanut, forge:protein, forge:protein/peanut, forge:rootvegetables, forge:rootvegetables/peanut, forge:vegetables/peanut"
"Pam's HarvestCraft 2 Crops","pamhc2crops:peanutseeditem",4989,"Peanut Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/peanut"
"Pam's HarvestCraft 2 Crops","pamhc2crops:peasitem",4871,"Peas","crop","diet:vegetables, forge:crops/pea, forge:crops/peas, forge:flour_plants, forge:flour_plants/pea, forge:flour_plants/peas, forge:salad_ingredients, forge:salad_ingredients/pea, forge:salad_ingredients/peas, forge:vegetables, forge:vegetables/pea, forge:vegetables/peas"
"Pam's HarvestCraft 2 Crops","pamhc2crops:peasseeditem",4990,"Peas Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/peas"
"Pam's HarvestCraft 2 Crops","pamhc2crops:pineappleitem",4907,"Pineapple","crop","diet:fruits, forge:crops/pineapple, forge:fruits, forge:fruits/pineapple, forge:paper_plants, forge:paper_plants/pineapple, forge:vinegar_ingredients, forge:vinegar_ingredients/pineapple"
"Pam's HarvestCraft 2 Crops","pamhc2crops:pineappleseeditem",4991,"Pineapple Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/pineapple"
"Pam's HarvestCraft 2 Crops","pamhc2crops:quinoaitem",4848,"Quinoa","crop","forge:crops/quinoa, forge:flour_plants, forge:flour_plants/quinoa, forge:grain, forge:grain/quinoa, forge:protein, forge:protein/quinoa"
"Pam's HarvestCraft 2 Crops","pamhc2crops:quinoaseeditem",4992,"Quinoa Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/quinoa"
"Pam's HarvestCraft 2 Crops","pamhc2crops:radishitem",4886,"Radish","crop","diet:vegetables, forge:crops/radish, forge:rootvegetables, forge:rootvegetables/radish, forge:vegetables, forge:vegetables/radish"
"Pam's HarvestCraft 2 Crops","pamhc2crops:radishseeditem",4993,"Radish Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/radish"
