"Mod name","Registry name","Hardness","Resistance"
"The Afterlight","the_afterlight:slate_moon_crystal_ore",2.00,2.00
"The Afterlight","the_afterlight:slate_moon_shard_ore",2.20,2.00
"The Afterlight","the_afterlight:slate_slab",2.00,2.00
"The Afterlight","the_afterlight:slate_stairs",2.00,2.00
"The Afterlight","the_afterlight:slate_tiles",2.00,2.00
"The Afterlight","the_afterlight:slate_wall",2.00,2.00
"The Afterlight","the_afterlight:strange_obsidian",4.00,4.00
"The Afterlight","the_afterlight:tall_shadow_grass",0.00,0.00
"The Afterlight","the_afterlight:the_afterlight_portal",-1.00,0.00
"The Afterlight","the_afterlight:twirly_shroom",0.05,0.05
"The Afterlight","the_afterlight:twisty_bud",0.70,1.00
"The Afterlight","the_afterlight:twisty_bud_open",0.50,0.50
"The Afterlight","the_afterlight:twisty_vines",0.10,0.10
"The Afterlight","the_afterlight:venomshroom",0.20,0.20
"The Afterlight","the_afterlight:verdant_air",1.00,10.00
"The Afterlight","the_afterlight:verdant_cave_grass",0.00,0.00
"The Afterlight","the_afterlight:verdant_moss_block",0.70,1.00
"The Afterlight","the_afterlight:verdant_moss_block_2",0.70,1.00
"The Afterlight","the_afterlight:verdant_ore",4.00,4.00
"The Afterlight","the_afterlight:verdant_slate",1.50,2.00
"The Afterlight","the_afterlight:verdant_slate_2",1.50,2.00
"The Afterlight","the_afterlight:verdant_vine_1",0.10,0.10
"The Afterlight","the_afterlight:verdant_vine_2",0.10,0.10
"The Afterlight","the_afterlight:void_cave_air",1.00,10.00
"The Afterlight","the_afterlight:void_rock",3.00,3.00
"The Afterlight","the_afterlight:void_rock_brick_slab",2.50,2.50
"The Afterlight","the_afterlight:void_rock_brick_stairs",2.50,2.50
"The Afterlight","the_afterlight:void_rock_bricks",2.50,2.50
"The Afterlight","the_afterlight:void_rock_overworld",3.00,3.00
"The Afterlight","the_afterlight:void_rock_tiles",2.50,2.50
"The Endergetic Expansion","endergetic:acidian_lantern",50.00,6000.00
"The Endergetic Expansion","endergetic:activated_mystical_obsidian_activation_rune",-1.00,3600000.00
"The Endergetic Expansion","endergetic:bolloom_bud",2.00,10.00
"The Endergetic Expansion","endergetic:bolloom_crate",1.50,1.50
"The Endergetic Expansion","endergetic:bolloom_particle",2.00,10.00
"The Endergetic Expansion","endergetic:boof_block",0.85,0.85
"The Endergetic Expansion","endergetic:chiseled_end_stone_bricks",3.00,9.00
"The Endergetic Expansion","endergetic:chiseled_eumus_bricks",2.00,30.00
"The Endergetic Expansion","endergetic:cracked_end_stone_bricks",3.00,9.00
"The Endergetic Expansion","endergetic:cracked_eumus_bricks",2.00,30.00
"The Endergetic Expansion","endergetic:cracked_purpur_block",1.50,6.00
"The Endergetic Expansion","endergetic:crystal_holder",-1.00,3600000.00
"The Endergetic Expansion","endergetic:dispensed_boof_block",-1.00,3600000.00
"The Endergetic Expansion","endergetic:end_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:end_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:end_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:end_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:ender_campfire",2.00,2.00
"The Endergetic Expansion","endergetic:ender_fire",0.00,0.00
"The Endergetic Expansion","endergetic:ender_lantern",3.50,3.50
"The Endergetic Expansion","endergetic:ender_torch",0.00,0.00
"The Endergetic Expansion","endergetic:ender_wall_torch",0.00,0.00
"The Endergetic Expansion","endergetic:eumus",0.50,0.50
"The Endergetic Expansion","endergetic:eumus_brick_slab",2.00,30.00
"The Endergetic Expansion","endergetic:eumus_brick_stairs",2.00,30.00
"The Endergetic Expansion","endergetic:eumus_brick_vertical_slab",2.00,30.00
"The Endergetic Expansion","endergetic:eumus_brick_wall",2.00,30.00
"The Endergetic Expansion","endergetic:eumus_bricks",2.00,30.00
"The Endergetic Expansion","endergetic:eumus_poismoss",0.60,0.60
"The Endergetic Expansion","endergetic:glowing_poise_stem",2.00,10.00
"The Endergetic Expansion","endergetic:glowing_poise_wood",2.00,10.00
"The Endergetic Expansion","endergetic:hive_hanger",0.00,0.00
"The Endergetic Expansion","endergetic:mystical_obsidian",-1.00,3600000.00
"The Endergetic Expansion","endergetic:mystical_obsidian_activation_rune",-1.00,3600000.00
"The Endergetic Expansion","endergetic:mystical_obsidian_rune",-1.00,3600000.00
"The Endergetic Expansion","endergetic:mystical_obsidian_wall",-1.00,3600000.00
"The Endergetic Expansion","endergetic:nether_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:nether_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:nether_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:nether_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:overworld_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:overworld_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:overworld_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:overworld_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_end_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_end_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:petrified_end_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_end_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_nether_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_nether_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:petrified_nether_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_nether_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_overworld_corrock",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_overworld_corrock_block",1.50,6.00
"The Endergetic Expansion","endergetic:petrified_overworld_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:petrified_overworld_wall_corrock_crown",0.00,0.00
"The Endergetic Expansion","endergetic:poise_beehive",0.60,0.60
"The Endergetic Expansion","endergetic:poise_bookshelf",1.50,1.50
"The Endergetic Expansion","endergetic:poise_bush",0.00,0.00
"The Endergetic Expansion","endergetic:poise_button",2.00,10.00
"The Endergetic Expansion","endergetic:poise_chest",2.50,2.50
"The Endergetic Expansion","endergetic:poise_cluster",0.15,0.15
"The Endergetic Expansion","endergetic:poise_door",2.00,10.00
"The Endergetic Expansion","endergetic:poise_fence",2.00,2.00
"The Endergetic Expansion","endergetic:poise_fence_gate",2.00,2.00
"The Endergetic Expansion","endergetic:poise_ladder",0.40,0.40
"The Endergetic Expansion","endergetic:poise_planks",2.00,2.00
"The Endergetic Expansion","endergetic:poise_pressure_plate",2.00,2.00
"The Endergetic Expansion","endergetic:poise_sign",1.00,1.00
"The Endergetic Expansion","endergetic:poise_slab",2.00,2.00
"The Endergetic Expansion","endergetic:poise_stairs",2.00,2.00
"The Endergetic Expansion","endergetic:poise_stem",2.00,2.00
"The Endergetic Expansion","endergetic:poise_trapdoor",2.00,10.00
"The Endergetic Expansion","endergetic:poise_trapped_chest",2.50,2.50
"The Endergetic Expansion","endergetic:poise_vertical_slab",2.00,2.00
"The Endergetic Expansion","endergetic:poise_wall_sign",1.00,1.00
"The Endergetic Expansion","endergetic:poise_wood",2.00,2.00
"The Endergetic Expansion","endergetic:poismoss",3.00,9.00
"The Endergetic Expansion","endergetic:potted_poise_bush",0.00,0.00
"The Endergetic Expansion","endergetic:potted_tall_poise_bush",0.00,0.00
"The Endergetic Expansion","endergetic:puffbug_hive",2.50,2.50
"The Endergetic Expansion","endergetic:stripped_poise_stem",2.00,2.00
"The Endergetic Expansion","endergetic:stripped_poise_wood",2.00,2.00
"The Endergetic Expansion","endergetic:tall_poise_bush",0.00,0.00
"The Endergetic Expansion","endergetic:vertical_poise_planks",2.00,2.00
"Thermal Series","thermal:apatite_block",3.00,3.00
"Thermal Series","thermal:apatite_ore",3.00,3.00
"Thermal Series","thermal:apple_block",1.50,1.50
"Thermal Series","thermal:bamboo_block",1.00,1.00
"Thermal Series","thermal:barley",0.00,0.00
"Thermal Series","thermal:barley_block",0.50,0.50
"Thermal Series","thermal:beetroot_block",1.50,1.50
"Thermal Series","thermal:bell_pepper",0.00,0.00
"Thermal Series","thermal:bell_pepper_block",1.50,1.50
"Thermal Series","thermal:bitumen_block",5.00,10.00
"Thermal Series","thermal:black_rockwool",2.00,6.00
"Thermal Series","thermal:blue_rockwool",2.00,6.00
"Thermal Series","thermal:bronze_block",5.00,6.00
"Thermal Series","thermal:brown_rockwool",2.00,6.00
"Thermal Series","thermal:carrot_block",1.50,1.50
"Thermal Series","thermal:charcoal_block",5.00,6.00
"Thermal Series","thermal:charge_bench",2.00,2.00
"Thermal Series","thermal:chocolate_cake",0.50,0.50
"Thermal Series","thermal:cinnabar_block",3.00,3.00
"Thermal Series","thermal:cinnabar_ore",3.00,3.00
"Thermal Series","thermal:coal_coke_block",5.00,6.00
"Thermal Series","thermal:coffee",0.00,0.00
"Thermal Series","thermal:coffee_block",0.50,0.50
"Thermal Series","thermal:constantan_block",5.00,6.00
"Thermal Series","thermal:copper_block",5.00,6.00
"Thermal Series","thermal:copper_ore",3.00,3.00
"Thermal Series","thermal:corn",0.00,0.00
"Thermal Series","thermal:corn_block",1.50,1.50
"Thermal Series","thermal:crossover_rail",0.70,0.70
"Thermal Series","thermal:cured_rubber_block",3.00,3.00
"Thermal Series","thermal:cyan_rockwool",2.00,6.00
"Thermal Series","thermal:device_collector",2.00,2.00
"Thermal Series","thermal:device_fisher",2.50,2.50
"Thermal Series","thermal:device_hive_extractor",2.50,2.50
"Thermal Series","thermal:device_nullifier",2.00,2.00
"Thermal Series","thermal:device_potion_diffuser",2.00,2.00
"Thermal Series","thermal:device_rock_gen",2.00,2.00
"Thermal Series","thermal:device_soil_infuser",2.50,2.50
"Thermal Series","thermal:device_tree_extractor",2.50,2.50
"Thermal Series","thermal:device_water_gen",2.00,2.00
"Thermal Series","thermal:earth_tnt",0.00,0.00
"Thermal Series","thermal:eggplant",0.00,0.00
"Thermal Series","thermal:eggplant_block",1.50,1.50
"Thermal Series","thermal:electrum_block",5.00,6.00
"Thermal Series","thermal:ender_tnt",0.00,0.00
"Thermal Series","thermal:enderium_block",25.00,30.00
"Thermal Series","thermal:enderium_glass",5.00,1000.00
"Thermal Series","thermal:energy_cell",2.00,2.00
"Thermal Series","thermal:energy_cell_frame",2.00,2.00
"Thermal Series","thermal:fire_tnt",0.00,0.00
"Thermal Series","thermal:flax",0.00,0.00
"Thermal Series","thermal:flax_block",0.50,0.50
"Thermal Series","thermal:fluid_cell",2.00,2.00
"Thermal Series","thermal:fluid_cell_frame",2.00,2.00
"Thermal Series","thermal:frost_melon",1.00,1.00
"Thermal Series","thermal:frost_melon_stem",0.00,0.00
"Thermal Series","thermal:frost_melon_stem_attached",0.00,0.00
"Thermal Series","thermal:glowstone_mushroom",0.00,0.00
"Thermal Series","thermal:glowstone_tnt",0.00,0.00
"Thermal Series","thermal:gray_rockwool",2.00,6.00
"Thermal Series","thermal:green_bean",0.00,0.00
"Thermal Series","thermal:green_bean_block",1.50,1.50
"Thermal Series","thermal:green_rockwool",2.00,6.00
"Thermal Series","thermal:gunpowder_block",0.50,0.50
"Thermal Series","thermal:gunpowder_mushroom",0.00,0.00
"Thermal Series","thermal:hops_block",1.50,1.50
"Thermal Series","thermal:ice_tnt",0.00,0.00
"Thermal Series","thermal:invar_block",5.00,6.00
"Thermal Series","thermal:lead_block",5.00,6.00
"Thermal Series","thermal:lead_ore",3.00,3.00
"Thermal Series","thermal:light_blue_rockwool",2.00,6.00
"Thermal Series","thermal:light_gray_rockwool",2.00,6.00
"Thermal Series","thermal:lightning_tnt",0.00,0.00
"Thermal Series","thermal:lime_rockwool",2.00,6.00
"Thermal Series","thermal:lumium_activator_rail",0.70,0.70
"Thermal Series","thermal:lumium_block",5.00,6.00
"Thermal Series","thermal:lumium_crossover_rail",0.70,0.70
"Thermal Series","thermal:lumium_detector_rail",0.70,0.70
"Thermal Series","thermal:lumium_glass",5.00,1000.00
"Thermal Series","thermal:lumium_powered_rail",0.70,0.70
"Thermal Series","thermal:lumium_rail",0.70,0.70
"Thermal Series","thermal:machine_frame",2.00,2.00
"Thermal Series","thermal:magenta_rockwool",2.00,6.00
"Thermal Series","thermal:nickel_block",5.00,6.00
"Thermal Series","thermal:nickel_ore",3.00,3.00
"Thermal Series","thermal:niter_block",3.00,3.00
"Thermal Series","thermal:niter_ore",3.00,3.00
"Thermal Series","thermal:nuke_tnt",0.00,0.00
"Thermal Series","thermal:obsidian_glass",5.00,1000.00
"Thermal Series","thermal:oil_red_sand",0.50,0.50
"Thermal Series","thermal:oil_sand",0.50,0.50
"Thermal Series","thermal:onion",0.00,0.00
"Thermal Series","thermal:onion_block",1.50,1.50
"Thermal Series","thermal:orange_rockwool",2.00,6.00
"Thermal Series","thermal:peanut",0.00,0.00
"Thermal Series","thermal:peanut_block",0.50,0.50
"Thermal Series","thermal:phyto_tnt",0.00,0.00
"Thermal Series","thermal:phytosoil",0.80,0.80
"Thermal Series","thermal:phytosoil_tilled",0.80,0.80
"Thermal Series","thermal:pink_rockwool",2.00,6.00
"Thermal Series","thermal:potato_block",1.50,1.50
"Thermal Series","thermal:prismarine_activator_rail",0.70,0.70
"Thermal Series","thermal:prismarine_crossover_rail",0.70,0.70
"Thermal Series","thermal:prismarine_detector_rail",0.70,0.70
"Thermal Series","thermal:prismarine_powered_rail",0.70,0.70
"Thermal Series","thermal:prismarine_rail",0.70,0.70
"Thermal Series","thermal:purple_rockwool",2.00,6.00
"Thermal Series","thermal:radish",0.00,0.00
"Thermal Series","thermal:radish_block",1.50,1.50
"Thermal Series","thermal:red_rockwool",2.00,6.00
"Thermal Series","thermal:redstone_mushroom",0.00,0.00
"Thermal Series","thermal:redstone_tnt",0.00,0.00
"Thermal Series","thermal:rice",0.00,0.00
"Thermal Series","thermal:rice_block",0.50,0.50
"Thermal Series","thermal:rich_slag_block",3.00,3.00
"Thermal Series","thermal:rosin_block",2.00,4.00
"Thermal Series","thermal:rubber_block",3.00,3.00
"Thermal Series","thermal:ruby_block",5.00,6.00
"Thermal Series","thermal:ruby_ore",3.00,3.00
"Thermal Series","thermal:sadiroot",0.00,0.00
"Thermal Series","thermal:sadiroot_block",1.50,1.50
"Thermal Series","thermal:sapphire_block",5.00,6.00
"Thermal Series","thermal:sapphire_ore",3.00,3.00
"Thermal Series","thermal:sawdust_block",1.00,1.00
"Thermal Series","thermal:signalum_block",5.00,6.00
"Thermal Series","thermal:signalum_glass",5.00,1000.00
"Thermal Series","thermal:silver_block",5.00,6.00
"Thermal Series","thermal:silver_ore",3.00,3.00
"Thermal Series","thermal:slag_block",3.00,3.00
"Thermal Series","thermal:slime_mushroom",0.00,0.00
"Thermal Series","thermal:slime_tnt",0.00,0.00
"Thermal Series","thermal:spice_cake",0.50,0.50
"Thermal Series","thermal:spinach",0.00,0.00
"Thermal Series","thermal:spinach_block",1.50,1.50
"Thermal Series","thermal:strawberry",0.00,0.00
"Thermal Series","thermal:strawberry_block",1.50,1.50
"Thermal Series","thermal:sugar_cane_block",1.00,1.00
"Thermal Series","thermal:sulfur_block",3.00,3.00
"Thermal Series","thermal:sulfur_ore",3.00,3.00
"Thermal Series","thermal:tar_block",2.00,4.00
"Thermal Series","thermal:tea",0.00,0.00
"Thermal Series","thermal:tea_block",0.50,0.50
"Thermal Series","thermal:tin_block",5.00,6.00
"Thermal Series","thermal:tin_ore",3.00,3.00
"Thermal Series","thermal:tinker_bench",2.50,2.50
"Thermal Series","thermal:tomato",0.00,0.00
"Thermal Series","thermal:tomato_block",1.50,1.50
"Thermal Series","thermal:white_rockwool",2.00,6.00
"Thermal Series","thermal:yellow_rockwool",2.00,6.00
"Traverse: Reforged","traverse:brown_autumnal_leaves",0.20,0.20
"Traverse: Reforged","traverse:brown_autumnal_sapling",0.00,0.00
"Traverse: Reforged","traverse:fir_button",2.00,2.00
"Traverse: Reforged","traverse:fir_door",2.00,2.00
"Traverse: Reforged","traverse:fir_fence",2.00,2.00
"Traverse: Reforged","traverse:fir_fence_gate",2.00,2.00
"Traverse: Reforged","traverse:fir_leaves",0.20,0.20
"Traverse: Reforged","traverse:fir_log",2.00,2.00
"Traverse: Reforged","traverse:fir_planks",2.00,2.00
"Traverse: Reforged","traverse:fir_pressure_plate",2.00,3.00
"Traverse: Reforged","traverse:fir_sapling",0.00,0.00
"Traverse: Reforged","traverse:fir_sign",1.00,1.00
"Traverse: Reforged","traverse:fir_slab",2.00,2.00
"Traverse: Reforged","traverse:fir_stairs",2.00,2.00
"Traverse: Reforged","traverse:fir_trapdoor",2.00,2.00
"Traverse: Reforged","traverse:fir_wall_sign",1.00,1.00
"Traverse: Reforged","traverse:fir_wood",2.00,2.00
"Traverse: Reforged","traverse:orange_autumnal_leaves",0.20,0.20
"Traverse: Reforged","traverse:orange_autumnal_sapling",0.00,0.00
"Traverse: Reforged","traverse:red_autumnal_leaves",0.20,0.20
"Traverse: Reforged","traverse:red_autumnal_sapling",0.00,0.00
"Traverse: Reforged","traverse:stripped_fir_log",2.00,2.00
"Traverse: Reforged","traverse:stripped_fir_wood",2.00,2.00
"Traverse: Reforged","traverse:yellow_autumnal_leaves",0.20,0.20
"Traverse: Reforged","traverse:yellow_autumnal_sapling",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:beachgrass",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_slab",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_stairs",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_vertical_slab",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:black_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:blue_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:blue_jelly_torch",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_jelly_wall_torch",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_pickerelweed",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:boiled_blue_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:boiled_purple_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brown_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_acan_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_brain_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_branch_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_bubble_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_chrome_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_dead_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_elder_prismarine_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_finger_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_fire_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_horn_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_moss_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_petal_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_pillow_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_prismarine_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_rock_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_scute_shingles",3.00,9.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_silk_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_star_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_tooth_bricks",3.00,9.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_tube_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:cyan_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:dead_acan_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_acan_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_acan_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_acan_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_branch_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_branch_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_branch_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_branch_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_chrome_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_chrome_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_chrome_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_chrome_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_finger_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_finger_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_finger_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_finger_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_moss_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_moss_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_moss_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_moss_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_petal_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_petal_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_petal_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_petal_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_pillow_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_pillow_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_pillow_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_pillow_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_rock_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_rock_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_rock_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_rock_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_silk_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_silk_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_silk_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_silk_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_star_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_star_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:dead_star_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:dead_star_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:driftwood",2.00,2.00
"Upgrade Aquatic","upgrade_aquatic:driftwood_beehive",0.60,0.60
