"Registry name","Map color (hex)","Map color (int)"
"silentgems:iolite_bricks","#707070","7368816"
"silentgems:iolite_glass","#000000","0"
"silentgems:iolite_glowrose","#007C00","31744"
"silentgems:iolite_lamp","#000000","0"
"silentgems:iolite_lamp_inverted","#000000","0"
"silentgems:iolite_lamp_inverted_lit","#000000","0"
"silentgems:iolite_lamp_lit","#000000","0"
"silentgems:iolite_ore","#707070","7368816"
"silentgems:iolite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:iolite_teleporter","#A7A7A7","10987431"
"silentgems:jade_block","#A7A7A7","10987431"
"silentgems:jade_bricks","#707070","7368816"
"silentgems:jade_glass","#000000","0"
"silentgems:jade_glowrose","#007C00","31744"
"silentgems:jade_lamp","#000000","0"
"silentgems:jade_lamp_inverted","#000000","0"
"silentgems:jade_lamp_inverted_lit","#000000","0"
"silentgems:jade_lamp_lit","#000000","0"
"silentgems:jade_ore","#707070","7368816"
"silentgems:jade_redstone_teleporter","#A7A7A7","10987431"
"silentgems:jade_teleporter","#A7A7A7","10987431"
"silentgems:jasper_block","#A7A7A7","10987431"
"silentgems:jasper_bricks","#707070","7368816"
"silentgems:jasper_glass","#000000","0"
"silentgems:jasper_glowrose","#007C00","31744"
"silentgems:jasper_lamp","#000000","0"
"silentgems:jasper_lamp_inverted","#000000","0"
"silentgems:jasper_lamp_inverted_lit","#000000","0"
"silentgems:jasper_lamp_lit","#000000","0"
"silentgems:jasper_ore","#707070","7368816"
"silentgems:jasper_redstone_teleporter","#A7A7A7","10987431"
"silentgems:jasper_teleporter","#A7A7A7","10987431"
"silentgems:kunzite_block","#A7A7A7","10987431"
"silentgems:kunzite_bricks","#707070","7368816"
"silentgems:kunzite_glass","#000000","0"
"silentgems:kunzite_glowrose","#007C00","31744"
"silentgems:kunzite_lamp","#000000","0"
"silentgems:kunzite_lamp_inverted","#000000","0"
"silentgems:kunzite_lamp_inverted_lit","#000000","0"
"silentgems:kunzite_lamp_lit","#000000","0"
"silentgems:kunzite_ore","#707070","7368816"
"silentgems:kunzite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:kunzite_teleporter","#A7A7A7","10987431"
"silentgems:kyanite_block","#A7A7A7","10987431"
"silentgems:kyanite_bricks","#707070","7368816"
"silentgems:kyanite_glass","#000000","0"
"silentgems:kyanite_glowrose","#007C00","31744"
"silentgems:kyanite_lamp","#000000","0"
"silentgems:kyanite_lamp_inverted","#000000","0"
"silentgems:kyanite_lamp_inverted_lit","#000000","0"
"silentgems:kyanite_lamp_lit","#000000","0"
"silentgems:kyanite_ore","#707070","7368816"
"silentgems:kyanite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:kyanite_teleporter","#A7A7A7","10987431"
"silentgems:lepidolite_block","#A7A7A7","10987431"
"silentgems:lepidolite_bricks","#707070","7368816"
"silentgems:lepidolite_glass","#000000","0"
"silentgems:lepidolite_glowrose","#007C00","31744"
"silentgems:lepidolite_lamp","#000000","0"
"silentgems:lepidolite_lamp_inverted","#000000","0"
"silentgems:lepidolite_lamp_inverted_lit","#000000","0"
"silentgems:lepidolite_lamp_lit","#000000","0"
"silentgems:lepidolite_ore","#707070","7368816"
"silentgems:lepidolite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:lepidolite_teleporter","#A7A7A7","10987431"
"silentgems:light_blue_fluffy_block","#C7C7C7","13092807"
"silentgems:light_gray_fluffy_block","#C7C7C7","13092807"
"silentgems:lime_fluffy_block","#C7C7C7","13092807"
"silentgems:luminous_flower_pot","#000000","0"
"silentgems:magenta_fluffy_block","#C7C7C7","13092807"
"silentgems:malachite_block","#A7A7A7","10987431"
"silentgems:malachite_bricks","#707070","7368816"
"silentgems:malachite_glass","#000000","0"
"silentgems:malachite_glowrose","#007C00","31744"
"silentgems:malachite_lamp","#000000","0"
"silentgems:malachite_lamp_inverted","#000000","0"
"silentgems:malachite_lamp_inverted_lit","#000000","0"
"silentgems:malachite_lamp_lit","#000000","0"
"silentgems:malachite_ore","#707070","7368816"
"silentgems:malachite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:malachite_teleporter","#A7A7A7","10987431"
"silentgems:moldavite_block","#A7A7A7","10987431"
"silentgems:moldavite_bricks","#707070","7368816"
"silentgems:moldavite_glass","#000000","0"
"silentgems:moldavite_glowrose","#007C00","31744"
"silentgems:moldavite_lamp","#000000","0"
"silentgems:moldavite_lamp_inverted","#000000","0"
"silentgems:moldavite_lamp_inverted_lit","#000000","0"
"silentgems:moldavite_lamp_lit","#000000","0"
"silentgems:moldavite_ore","#707070","7368816"
"silentgems:moldavite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:moldavite_teleporter","#A7A7A7","10987431"
"silentgems:moonstone_block","#A7A7A7","10987431"
"silentgems:moonstone_bricks","#707070","7368816"
"silentgems:moonstone_glass","#000000","0"
"silentgems:moonstone_glowrose","#007C00","31744"
"silentgems:moonstone_lamp","#000000","0"
"silentgems:moonstone_lamp_inverted","#000000","0"
"silentgems:moonstone_lamp_inverted_lit","#000000","0"
"silentgems:moonstone_lamp_lit","#000000","0"
"silentgems:moonstone_ore","#707070","7368816"
"silentgems:moonstone_redstone_teleporter","#A7A7A7","10987431"
"silentgems:moonstone_teleporter","#A7A7A7","10987431"
"silentgems:morganite_block","#A7A7A7","10987431"
"silentgems:morganite_bricks","#707070","7368816"
"silentgems:morganite_glass","#000000","0"
"silentgems:morganite_glowrose","#007C00","31744"
"silentgems:morganite_lamp","#000000","0"
"silentgems:morganite_lamp_inverted","#000000","0"
"silentgems:morganite_lamp_inverted_lit","#000000","0"
"silentgems:morganite_lamp_lit","#000000","0"
"silentgems:morganite_ore","#707070","7368816"
"silentgems:morganite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:morganite_teleporter","#A7A7A7","10987431"
"silentgems:multi_ore_classic","#707070","7368816"
"silentgems:multi_ore_dark","#707070","7368816"
"silentgems:multi_ore_light","#707070","7368816"
"silentgems:obsidian_pedestal","#707070","7368816"
"silentgems:onyx_block","#A7A7A7","10987431"
"silentgems:onyx_bricks","#707070","7368816"
"silentgems:onyx_glass","#000000","0"
"silentgems:onyx_glowrose","#007C00","31744"
"silentgems:onyx_lamp","#000000","0"
"silentgems:onyx_lamp_inverted","#000000","0"
"silentgems:onyx_lamp_inverted_lit","#000000","0"
"silentgems:onyx_lamp_lit","#000000","0"
"silentgems:onyx_ore","#707070","7368816"
"silentgems:onyx_redstone_teleporter","#A7A7A7","10987431"
"silentgems:onyx_teleporter","#A7A7A7","10987431"
"silentgems:opal_block","#A7A7A7","10987431"
"silentgems:opal_bricks","#707070","7368816"
"silentgems:opal_glass","#000000","0"
"silentgems:opal_glowrose","#007C00","31744"
"silentgems:opal_lamp","#000000","0"
"silentgems:opal_lamp_inverted","#000000","0"
"silentgems:opal_lamp_inverted_lit","#000000","0"
"silentgems:opal_lamp_lit","#000000","0"
"silentgems:opal_ore","#707070","7368816"
"silentgems:opal_redstone_teleporter","#A7A7A7","10987431"
"silentgems:opal_teleporter","#A7A7A7","10987431"
"silentgems:orange_fluffy_block","#C7C7C7","13092807"
"silentgems:pearl_block","#A7A7A7","10987431"
"silentgems:pearl_bricks","#707070","7368816"
"silentgems:pearl_glass","#000000","0"
"silentgems:pearl_glowrose","#007C00","31744"
"silentgems:pearl_lamp","#000000","0"
"silentgems:pearl_lamp_inverted","#000000","0"
"silentgems:pearl_lamp_inverted_lit","#000000","0"
"silentgems:pearl_lamp_lit","#000000","0"
"silentgems:pearl_ore","#707070","7368816"
"silentgems:pearl_redstone_teleporter","#A7A7A7","10987431"
"silentgems:pearl_teleporter","#A7A7A7","10987431"
"silentgems:peridot_block","#A7A7A7","10987431"
"silentgems:peridot_bricks","#707070","7368816"
"silentgems:peridot_glass","#000000","0"
"silentgems:peridot_glowrose","#007C00","31744"
"silentgems:peridot_lamp","#000000","0"
"silentgems:peridot_lamp_inverted","#000000","0"
"silentgems:peridot_lamp_inverted_lit","#000000","0"
"silentgems:peridot_lamp_lit","#000000","0"
"silentgems:peridot_ore","#707070","7368816"
"silentgems:peridot_redstone_teleporter","#A7A7A7","10987431"
"silentgems:peridot_teleporter","#A7A7A7","10987431"
"silentgems:phantom_light","#000000","0"
"silentgems:phosphophyllite_block","#A7A7A7","10987431"
"silentgems:phosphophyllite_bricks","#707070","7368816"
"silentgems:phosphophyllite_glass","#000000","0"
"silentgems:phosphophyllite_glowrose","#007C00","31744"
"silentgems:phosphophyllite_lamp","#000000","0"
"silentgems:phosphophyllite_lamp_inverted","#000000","0"
"silentgems:phosphophyllite_lamp_inverted_lit","#000000","0"
"silentgems:phosphophyllite_lamp_lit","#000000","0"
"silentgems:phosphophyllite_ore","#707070","7368816"
"silentgems:phosphophyllite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:phosphophyllite_teleporter","#A7A7A7","10987431"
"silentgems:pink_fluffy_block","#C7C7C7","13092807"
"silentgems:potted_agate_glowrose","#000000","0"
"silentgems:potted_alexandrite_glowrose","#000000","0"
"silentgems:potted_amber_glowrose","#000000","0"
"silentgems:potted_amethyst_glowrose","#000000","0"
"silentgems:potted_ametrine_glowrose","#000000","0"
"silentgems:potted_ammolite_glowrose","#000000","0"
"silentgems:potted_apatite_glowrose","#000000","0"
"silentgems:potted_aquamarine_glowrose","#000000","0"
"silentgems:potted_benitoite_glowrose","#000000","0"
"silentgems:potted_black_diamond_glowrose","#000000","0"
"silentgems:potted_carnelian_glowrose","#000000","0"
"silentgems:potted_cats_eye_glowrose","#000000","0"
"silentgems:potted_chrysoprase_glowrose","#000000","0"
"silentgems:potted_citrine_glowrose","#000000","0"
"silentgems:potted_coral_glowrose","#000000","0"
"silentgems:potted_euclase_glowrose","#000000","0"
"silentgems:potted_fluorite_glowrose","#000000","0"
"silentgems:potted_garnet_glowrose","#000000","0"
"silentgems:potted_green_sapphire_glowrose","#000000","0"
"silentgems:potted_heliodor_glowrose","#000000","0"
"silentgems:potted_iolite_glowrose","#000000","0"
"silentgems:potted_jade_glowrose","#000000","0"
"silentgems:potted_jasper_glowrose","#000000","0"
"silentgems:potted_kunzite_glowrose","#000000","0"
"silentgems:potted_kyanite_glowrose","#000000","0"
"silentgems:potted_lepidolite_glowrose","#000000","0"
"silentgems:potted_malachite_glowrose","#000000","0"
"silentgems:potted_moldavite_glowrose","#000000","0"
"silentgems:potted_moonstone_glowrose","#000000","0"
"silentgems:potted_morganite_glowrose","#000000","0"
"silentgems:potted_onyx_glowrose","#000000","0"
"silentgems:potted_opal_glowrose","#000000","0"
"silentgems:potted_pearl_glowrose","#000000","0"
"silentgems:potted_peridot_glowrose","#000000","0"
"silentgems:potted_phosphophyllite_glowrose","#000000","0"
"silentgems:potted_pyrope_glowrose","#000000","0"
"silentgems:potted_rose_quartz_glowrose","#000000","0"
"silentgems:potted_ruby_glowrose","#000000","0"
"silentgems:potted_sapphire_glowrose","#000000","0"
"silentgems:potted_sodalite_glowrose","#000000","0"
"silentgems:potted_spinel_glowrose","#000000","0"
"silentgems:potted_sunstone_glowrose","#000000","0"
"silentgems:potted_tanzanite_glowrose","#000000","0"
"silentgems:potted_tektite_glowrose","#000000","0"
"silentgems:potted_topaz_glowrose","#000000","0"
"silentgems:potted_turquoise_glowrose","#000000","0"
"silentgems:potted_yellow_diamond_glowrose","#000000","0"
"silentgems:potted_zircon_glowrose","#000000","0"
"silentgems:purifier","#A7A7A7","10987431"
"silentgems:purple_fluffy_block","#C7C7C7","13092807"
"silentgems:pyrope_block","#A7A7A7","10987431"
"silentgems:pyrope_bricks","#707070","7368816"
"silentgems:pyrope_glass","#000000","0"
"silentgems:pyrope_glowrose","#007C00","31744"
"silentgems:pyrope_lamp","#000000","0"
"silentgems:pyrope_lamp_inverted","#000000","0"
"silentgems:pyrope_lamp_inverted_lit","#000000","0"
"silentgems:pyrope_lamp_lit","#000000","0"
"silentgems:pyrope_ore","#707070","7368816"
"silentgems:pyrope_redstone_teleporter","#A7A7A7","10987431"
"silentgems:pyrope_teleporter","#A7A7A7","10987431"
"silentgems:red_fluffy_block","#C7C7C7","13092807"
"silentgems:rose_quartz_block","#A7A7A7","10987431"
"silentgems:rose_quartz_bricks","#707070","7368816"
"silentgems:rose_quartz_glass","#000000","0"
"silentgems:rose_quartz_glowrose","#007C00","31744"
"silentgems:rose_quartz_lamp","#000000","0"
"silentgems:rose_quartz_lamp_inverted","#000000","0"
"silentgems:rose_quartz_lamp_inverted_lit","#000000","0"
"silentgems:rose_quartz_lamp_lit","#000000","0"
"silentgems:rose_quartz_ore","#707070","7368816"
"silentgems:rose_quartz_redstone_teleporter","#A7A7A7","10987431"
"silentgems:rose_quartz_teleporter","#A7A7A7","10987431"
"silentgems:ruby_block","#A7A7A7","10987431"
"silentgems:ruby_bricks","#707070","7368816"
"silentgems:ruby_glass","#000000","0"
"silentgems:ruby_glowrose","#007C00","31744"
"silentgems:ruby_lamp","#000000","0"
"silentgems:ruby_lamp_inverted","#000000","0"
"silentgems:ruby_lamp_inverted_lit","#000000","0"
"silentgems:ruby_lamp_lit","#000000","0"
"silentgems:ruby_ore","#707070","7368816"
"silentgems:ruby_redstone_teleporter","#A7A7A7","10987431"
"silentgems:ruby_teleporter","#A7A7A7","10987431"
"silentgems:sapphire_block","#A7A7A7","10987431"
"silentgems:sapphire_bricks","#707070","7368816"
"silentgems:sapphire_glass","#000000","0"
"silentgems:sapphire_glowrose","#007C00","31744"
"silentgems:sapphire_lamp","#000000","0"
"silentgems:sapphire_lamp_inverted","#000000","0"
"silentgems:sapphire_lamp_inverted_lit","#000000","0"
"silentgems:sapphire_lamp_lit","#000000","0"
"silentgems:sapphire_ore","#707070","7368816"
"silentgems:sapphire_redstone_teleporter","#A7A7A7","10987431"
"silentgems:sapphire_teleporter","#A7A7A7","10987431"
"silentgems:silver_block","#A7A7A7","10987431"
"silentgems:silver_ore","#707070","7368816"
"silentgems:sodalite_block","#A7A7A7","10987431"
"silentgems:sodalite_bricks","#707070","7368816"
"silentgems:sodalite_glass","#000000","0"
"silentgems:sodalite_glowrose","#007C00","31744"
"silentgems:sodalite_lamp","#000000","0"
"silentgems:sodalite_lamp_inverted","#000000","0"
"silentgems:sodalite_lamp_inverted_lit","#000000","0"
"silentgems:sodalite_lamp_lit","#000000","0"
"silentgems:sodalite_ore","#707070","7368816"
"silentgems:sodalite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:sodalite_teleporter","#A7A7A7","10987431"
"silentgems:soul_urn","#707070","7368816"
"silentgems:spinel_block","#A7A7A7","10987431"
"silentgems:spinel_bricks","#707070","7368816"
"silentgems:spinel_glass","#000000","0"
"silentgems:spinel_glowrose","#007C00","31744"
"silentgems:spinel_lamp","#000000","0"
"silentgems:spinel_lamp_inverted","#000000","0"
"silentgems:spinel_lamp_inverted_lit","#000000","0"
"silentgems:spinel_lamp_lit","#000000","0"
"silentgems:spinel_ore","#707070","7368816"
"silentgems:spinel_redstone_teleporter","#A7A7A7","10987431"
"silentgems:spinel_teleporter","#A7A7A7","10987431"
"silentgems:stone_pedestal","#707070","7368816"
"silentgems:sunstone_block","#A7A7A7","10987431"
"silentgems:sunstone_bricks","#707070","7368816"
"silentgems:sunstone_glass","#000000","0"
"silentgems:sunstone_glowrose","#007C00","31744"
"silentgems:sunstone_lamp","#000000","0"
"silentgems:sunstone_lamp_inverted","#000000","0"
"silentgems:sunstone_lamp_inverted_lit","#000000","0"
"silentgems:sunstone_lamp_lit","#000000","0"
"silentgems:sunstone_ore","#707070","7368816"
"silentgems:sunstone_redstone_teleporter","#A7A7A7","10987431"
"silentgems:sunstone_teleporter","#A7A7A7","10987431"
"silentgems:supercharger","#A7A7A7","10987431"
"silentgems:tanzanite_block","#A7A7A7","10987431"
"silentgems:tanzanite_bricks","#707070","7368816"
"silentgems:tanzanite_glass","#000000","0"
"silentgems:tanzanite_glowrose","#007C00","31744"
"silentgems:tanzanite_lamp","#000000","0"
"silentgems:tanzanite_lamp_inverted","#000000","0"
"silentgems:tanzanite_lamp_inverted_lit","#000000","0"
"silentgems:tanzanite_lamp_lit","#000000","0"
"silentgems:tanzanite_ore","#707070","7368816"
"silentgems:tanzanite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:tanzanite_teleporter","#A7A7A7","10987431"
"silentgems:tektite_block","#A7A7A7","10987431"
"silentgems:tektite_bricks","#707070","7368816"
"silentgems:tektite_glass","#000000","0"
"silentgems:tektite_glowrose","#007C00","31744"
"silentgems:tektite_lamp","#000000","0"
"silentgems:tektite_lamp_inverted","#000000","0"
"silentgems:tektite_lamp_inverted_lit","#000000","0"
"silentgems:tektite_lamp_lit","#000000","0"
"silentgems:tektite_ore","#707070","7368816"
"silentgems:tektite_redstone_teleporter","#A7A7A7","10987431"
"silentgems:tektite_teleporter","#A7A7A7","10987431"
"silentgems:teleporter_anchor","#A7A7A7","10987431"
"silentgems:token_enchanter","#A7A7A7","10987431"
"silentgems:topaz_block","#A7A7A7","10987431"
"silentgems:topaz_bricks","#707070","7368816"
"silentgems:topaz_glass","#000000","0"
"silentgems:topaz_glowrose","#007C00","31744"
"silentgems:topaz_lamp","#000000","0"
"silentgems:topaz_lamp_inverted","#000000","0"
"silentgems:topaz_lamp_inverted_lit","#000000","0"
"silentgems:topaz_lamp_lit","#000000","0"
"silentgems:topaz_ore","#707070","7368816"
"silentgems:topaz_redstone_teleporter","#A7A7A7","10987431"
"silentgems:topaz_teleporter","#A7A7A7","10987431"
"silentgems:transmutation_altar","#A7A7A7","10987431"
"silentgems:turquoise_block","#A7A7A7","10987431"
"silentgems:turquoise_bricks","#707070","7368816"
"silentgems:turquoise_glass","#000000","0"
"silentgems:turquoise_glowrose","#007C00","31744"
"silentgems:turquoise_lamp","#000000","0"
"silentgems:turquoise_lamp_inverted","#000000","0"
"silentgems:turquoise_lamp_inverted_lit","#000000","0"
"silentgems:turquoise_lamp_lit","#000000","0"
"silentgems:turquoise_ore","#707070","7368816"
"silentgems:turquoise_redstone_teleporter","#A7A7A7","10987431"
"silentgems:turquoise_teleporter","#A7A7A7","10987431"
"silentgems:white_fluffy_block","#C7C7C7","13092807"
"silentgems:wild_fluffy_puff_plant","#007C00","31744"
"silentgems:yellow_diamond_block","#A7A7A7","10987431"
"silentgems:yellow_diamond_bricks","#707070","7368816"
"silentgems:yellow_diamond_glass","#000000","0"
"silentgems:yellow_diamond_glowrose","#007C00","31744"
"silentgems:yellow_diamond_lamp","#000000","0"
"silentgems:yellow_diamond_lamp_inverted","#000000","0"
"silentgems:yellow_diamond_lamp_inverted_lit","#000000","0"
"silentgems:yellow_diamond_lamp_lit","#000000","0"
"silentgems:yellow_diamond_ore","#707070","7368816"
"silentgems:yellow_diamond_redstone_teleporter","#A7A7A7","10987431"
"silentgems:yellow_diamond_teleporter","#A7A7A7","10987431"
"silentgems:yellow_fluffy_block","#C7C7C7","13092807"
"silentgems:zircon_block","#A7A7A7","10987431"
"silentgems:zircon_bricks","#707070","7368816"
"silentgems:zircon_glass","#000000","0"
"silentgems:zircon_glowrose","#007C00","31744"
"silentgems:zircon_lamp","#000000","0"
"silentgems:zircon_lamp_inverted","#000000","0"
"silentgems:zircon_lamp_inverted_lit","#000000","0"
"silentgems:zircon_lamp_lit","#000000","0"
"silentgems:zircon_ore","#707070","7368816"
"silentgems:zircon_redstone_teleporter","#A7A7A7","10987431"
"silentgems:zircon_teleporter","#A7A7A7","10987431"
"snowrealmagic:fence","#8F7748","9402184"
"snowrealmagic:fence2","#700200","7340544"
"snowrealmagic:fence_gate","#8F7748","9402184"
"snowrealmagic:slab","#8F7748","9402184"
"snowrealmagic:snow","#FFFFFF","16777215"
"snowrealmagic:stairs","#8F7748","9402184"
"snowrealmagic:wall","#707070","7368816"
"storagedrawers:acacia_full_drawers_1","#8F7748","9402184"
"storagedrawers:acacia_full_drawers_2","#8F7748","9402184"
"storagedrawers:acacia_full_drawers_4","#8F7748","9402184"
"storagedrawers:acacia_half_drawers_1","#8F7748","9402184"
"storagedrawers:acacia_half_drawers_2","#8F7748","9402184"
"storagedrawers:acacia_half_drawers_4","#8F7748","9402184"
"storagedrawers:acacia_trim","#8F7748","9402184"
"storagedrawers:birch_full_drawers_1","#8F7748","9402184"
"storagedrawers:birch_full_drawers_2","#8F7748","9402184"
"storagedrawers:birch_full_drawers_4","#8F7748","9402184"
"storagedrawers:birch_half_drawers_1","#8F7748","9402184"
"storagedrawers:birch_half_drawers_2","#8F7748","9402184"
"storagedrawers:birch_half_drawers_4","#8F7748","9402184"
"storagedrawers:birch_trim","#8F7748","9402184"
"storagedrawers:compacting_drawers_3","#707070","7368816"
"storagedrawers:controller","#707070","7368816"
"storagedrawers:controller_slave","#707070","7368816"
"storagedrawers:dark_oak_full_drawers_1","#8F7748","9402184"
"storagedrawers:dark_oak_full_drawers_2","#8F7748","9402184"
"storagedrawers:dark_oak_full_drawers_4","#8F7748","9402184"
"storagedrawers:dark_oak_half_drawers_1","#8F7748","9402184"
"storagedrawers:dark_oak_half_drawers_2","#8F7748","9402184"
"storagedrawers:dark_oak_half_drawers_4","#8F7748","9402184"
"storagedrawers:dark_oak_trim","#8F7748","9402184"
"storagedrawers:jungle_full_drawers_1","#8F7748","9402184"
"storagedrawers:jungle_full_drawers_2","#8F7748","9402184"
"storagedrawers:jungle_full_drawers_4","#8F7748","9402184"
"storagedrawers:jungle_half_drawers_1","#8F7748","9402184"
"storagedrawers:jungle_half_drawers_2","#8F7748","9402184"
"storagedrawers:jungle_half_drawers_4","#8F7748","9402184"
"storagedrawers:jungle_trim","#8F7748","9402184"
"storagedrawers:oak_full_drawers_1","#8F7748","9402184"
"storagedrawers:oak_full_drawers_2","#8F7748","9402184"
"storagedrawers:oak_full_drawers_4","#8F7748","9402184"
"storagedrawers:oak_half_drawers_1","#8F7748","9402184"
"storagedrawers:oak_half_drawers_2","#8F7748","9402184"
"storagedrawers:oak_half_drawers_4","#8F7748","9402184"
"storagedrawers:oak_trim","#8F7748","9402184"
"storagedrawers:spruce_full_drawers_1","#8F7748","9402184"
"storagedrawers:spruce_full_drawers_2","#8F7748","9402184"
"storagedrawers:spruce_full_drawers_4","#8F7748","9402184"
"storagedrawers:spruce_half_drawers_1","#8F7748","9402184"
"storagedrawers:spruce_half_drawers_2","#8F7748","9402184"
"storagedrawers:spruce_half_drawers_4","#8F7748","9402184"
"storagedrawers:spruce_trim","#8F7748","9402184"
"supplementaries:bamboo_spikes","#F7E9A3","16247203"
"supplementaries:bellows","#664C33","6704179"
"supplementaries:blackboard","#A7A7A7","10987431"
"supplementaries:blackstone_lamp","#E5E533","15066419"
"supplementaries:blackstone_tile","#191919","1644825"
"supplementaries:blackstone_tile_slab","#191919","1644825"
"supplementaries:blackstone_tile_vertical_slab","#191919","1644825"
"supplementaries:blaze_rod","#E5E533","15066419"
"supplementaries:block_generator","#707070","7368816"
"supplementaries:book_pile","#000000","0"
"supplementaries:book_pile_horizontal","#000000","0"
"supplementaries:brass_lantern","#9F5224","10441252"
"supplementaries:cage","#A7A7A7","10987431"
"supplementaries:candelabra","#FAEE4D","16445005"
"supplementaries:candelabra_silver","#A7A7A7","10987431"
"supplementaries:candle_holder","#000000","0"
"supplementaries:ceiling_banner_black","#191919","1644825"
"supplementaries:ceiling_banner_blue","#334CB2","3361970"
"supplementaries:ceiling_banner_brown","#664C33","6704179"
"supplementaries:ceiling_banner_cyan","#4C7F99","5013401"
"supplementaries:ceiling_banner_gray","#4C4C4C","5000268"
"supplementaries:ceiling_banner_green","#667F33","6717235"
"supplementaries:ceiling_banner_light_blue","#6699D8","6724056"
"supplementaries:ceiling_banner_light_gray","#999999","10066329"
"supplementaries:ceiling_banner_lime","#7FCC19","8375321"
"supplementaries:ceiling_banner_magenta","#B24CD8","11685080"
"supplementaries:ceiling_banner_orange","#D87F33","14188339"
"supplementaries:ceiling_banner_pink","#F27FA5","15892389"
"supplementaries:ceiling_banner_purple","#7F3FB2","8339378"
"supplementaries:ceiling_banner_red","#993333","10040115"
"supplementaries:ceiling_banner_white","#FFFFFF","16777215"
"supplementaries:ceiling_banner_yellow","#E5E533","15066419"
"supplementaries:checker_block","#707070","7368816"
"supplementaries:checker_slab","#707070","7368816"
"supplementaries:checker_vertical_slab","#707070","7368816"
"supplementaries:clock_block","#664C33","6704179"
"supplementaries:cog_block","#A7A7A7","10987431"
"supplementaries:copper_lantern","#9F5224","10441252"
"supplementaries:cracked_bell","#A7A7A7","10987431"
"supplementaries:crank","#000000","0"
"supplementaries:crimson_lantern","#993333","10040115"
"supplementaries:daub","#FFFFFF","16777215"
"supplementaries:daub_brace","#FFFFFF","16777215"
"supplementaries:daub_cross_brace","#FFFFFF","16777215"
"supplementaries:daub_frame","#FFFFFF","16777215"
"supplementaries:deepslate_lamp","#191919","1644825"
"supplementaries:directional_cake","#000000","0"
"supplementaries:doormat","#E5E533","15066419"
"supplementaries:double_cake","#000000","0"
"supplementaries:end_stone_lamp","#F7E9A3","16247203"
"supplementaries:faucet","#A7A7A7","10987431"
"supplementaries:feather_block","#FFFFFF","16777215"
"supplementaries:firefly_jar","#000000","0"
"supplementaries:flag_black","#191919","1644825"
"supplementaries:flag_blue","#334CB2","3361970"
"supplementaries:flag_brown","#664C33","6704179"
"supplementaries:flag_cyan","#4C7F99","5013401"
"supplementaries:flag_gray","#4C4C4C","5000268"
"supplementaries:flag_green","#667F33","6717235"
"supplementaries:flag_light_blue","#6699D8","6724056"
"supplementaries:flag_light_gray","#999999","10066329"
"supplementaries:flag_lime","#7FCC19","8375321"
"supplementaries:flag_magenta","#B24CD8","11685080"
"supplementaries:flag_orange","#D87F33","14188339"
"supplementaries:flag_pink","#F27FA5","15892389"
"supplementaries:flag_purple","#7F3FB2","8339378"
"supplementaries:flag_red","#993333","10040115"
"supplementaries:flag_white","#FFFFFF","16777215"
"supplementaries:flag_yellow","#E5E533","15066419"
"supplementaries:flax","#007C00","31744"
"supplementaries:flax_block","#677535","6780213"
"supplementaries:flint_block","#707070","7368816"
"supplementaries:flower_box","#8F7748","9402184"
"supplementaries:fodder","#7FB238","8368696"
"supplementaries:globe","#9F5224","10441252"
"supplementaries:goblet","#A7A7A7","10987431"
"supplementaries:gold_door","#FAEE4D","16445005"
"supplementaries:gold_gate","#000000","0"
"supplementaries:gold_trapdoor","#FAEE4D","16445005"
"supplementaries:gunpowder","#000000","0"
"supplementaries:hanging_flower_pot","#000000","0"
"supplementaries:hanging_sign_acacia","#D87F33","14188339"
"supplementaries:hanging_sign_aged","#8F7748","9402184"
"supplementaries:hanging_sign_apple_lotr","#8F7748","9402184"
"supplementaries:hanging_sign_apple_te","#8F7748","9402184"
"supplementaries:hanging_sign_apple_ter","#8F7748","9402184"
"supplementaries:hanging_sign_arcane_edelwood","#8F7748","9402184"
"supplementaries:hanging_sign_archwood","#8F7748","9402184"
"supplementaries:hanging_sign_aspen","#8F7748","9402184"
"supplementaries:hanging_sign_aspen_atm","#8F7748","9402184"
"supplementaries:hanging_sign_aspen_lotr","#815631","8476209"
"supplementaries:hanging_sign_azure","#8F7748","9402184"
"supplementaries:hanging_sign_bamboo","#8F7748","9402184"
"supplementaries:hanging_sign_banana_ter","#8F7748","9402184"
"supplementaries:hanging_sign_baobab","#8F7748","9402184"
"supplementaries:hanging_sign_beech_lotr","#8F7748","9402184"
"supplementaries:hanging_sign_beeswax","#E5E533","15066419"
"supplementaries:hanging_sign_birch","#F7E9A3","16247203"
"supplementaries:hanging_sign_blood","#8F7748","9402184"
"supplementaries:hanging_sign_blue_enchanted","#8F7748","9402184"
"supplementaries:hanging_sign_brown_mushroom","#8F7748","9402184"
"supplementaries:hanging_sign_bulbis","#8F7748","9402184"
"supplementaries:hanging_sign_cactus","#8F7748","9402184"
"supplementaries:hanging_sign_canopy_tf","#815631","8476209"
