"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"pamhc2foodextended:persimmonjellytoastitem","Persimmon Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:persimmonjuiceitem","Persimmon Juice",9,1.2,"false","false","forge:juices, forge:juices/persimmonjuice",""
"pamhc2foodextended:persimmonpieitem","Persimmon Pie",9,1.2,"false","false","",""
"pamhc2foodextended:persimmonsmoothieitem","Persimmon Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:persimmonyogurtitem","Persimmon Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:phoitem","Pho",14,1.2,"false","false","",""
"pamhc2foodextended:pickledonionsitem","Pickled Onions",9,1.2,"false","false","",""
"pamhc2foodextended:picklesitem","Pickles",11,1.2,"false","false","",""
"pamhc2foodextended:pinacoladaitem","Pina Colada",8,1.2,"false","false","",""
"pamhc2foodextended:pineapplehamitem","Pineapple Ham",12,1.2,"false","false","",""
"pamhc2foodextended:pineapplejellyitem","Pineapple Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/pineapplejelly",""
"pamhc2foodextended:pineapplejellysandwichitem","Pineapple Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:pineapplejellytoastitem","Pineapple Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:pineapplejuiceitem","Pineapple Juice",5,1.2,"false","false","forge:juices, forge:juices/pineapplejuice",""
"pamhc2foodextended:pineapplepieitem","Pineapple Pie",7,1.2,"false","false","",""
"pamhc2foodextended:pineapplesmoothieitem","Pineapple Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:pineappleupsidedowncakeitem","Pineapple Upside-down Cake",12,1.2,"false","false","diet:fruits, diet:grains",""
"pamhc2foodextended:pineappleyogurtitem","Pineapple Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:pinkelitem","Pinkel",6,1.2,"false","false","diet:grains, diet:proteins",""
"pamhc2foodextended:pistachiobutteritem","Pistachio Butter",2,1.2,"false","false","forge:nutbutters, forge:nutbutters/pistachiobutter",""
"pamhc2foodextended:pitepaltitem","Pitepalt",9,1.2,"false","false","",""
"pamhc2foodextended:pizzasliceitem","Pizza Slice",2,1.2,"false","false","",""
"pamhc2foodextended:pizzasoupitem","Pizza Soup",20,1.2,"false","false","",""
"pamhc2foodextended:ploughmanslunchitem","Ploughman's Lunch",31,1.2,"false","false","",""
"pamhc2foodextended:plumjellyitem","Plum Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/plumjelly",""
"pamhc2foodextended:plumjellysandwichitem","Plum Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:plumjellytoastitem","Plum Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:plumjuiceitem","Plum Juice",9,1.2,"false","false","forge:juices, forge:juices/plumjuice",""
"pamhc2foodextended:plumpieitem","Plum Pie",9,1.2,"false","false","",""
"pamhc2foodextended:plumsmoothieitem","Plum Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:plumyogurtitem","Plum Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:poachedpearitem","Poached Pear",8,1.2,"false","false","",""
"pamhc2foodextended:pokebowlitem","Poke Bowl",9,1.2,"false","false","",""
"pamhc2foodextended:pomegranatejellyitem","Pomegranate Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/pomegranatejelly",""
"pamhc2foodextended:pomegranatejellysandwichitem","Pomegranate Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:pomegranatejellytoastitem","Pomegranate Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:pomegranatejuiceitem","Pomegranate Juice",9,1.2,"false","false","forge:juices, forge:juices/pomegranatejuice",""
"pamhc2foodextended:pomegranatepieitem","Pomegranate Pie",9,1.2,"false","false","",""
"pamhc2foodextended:pomegranatesmoothieitem","Pomegranate Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:pomegranateyogurtitem","Pomegranate Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:popcornitem","Popcorn",7,1.2,"false","false","",""
"pamhc2foodextended:porklettucewrapitem","Pork Lettuce Wrap",7,1.2,"false","false","",""
"pamhc2foodextended:porklomeinitem","Pork Lo Mein",18,1.2,"false","false","",""
"pamhc2foodextended:porkrindsitem","Porkrinds",11,1.2,"false","false","",""
"pamhc2foodextended:potatoandcheesepirogiitem","Potato and Cheese Pirogi",9,1.2,"false","false","",""
"pamhc2foodextended:potatoandleeksoupitem","Potato and Leek Soup",14,1.2,"false","false","",""
"pamhc2foodextended:potatocakesitem","Potato Cakes",7,1.2,"false","false","",""
"pamhc2foodextended:potatoesobrienitem","Potatoes O'Brien",8,1.2,"false","false","",""
"pamhc2foodextended:potatosaladitem","Potato Salad",11,1.2,"false","false","",""
"pamhc2foodextended:potatoskinsitem","Potato Skins",14,1.2,"false","false","",""
"pamhc2foodextended:potstickersitem","Pot Stickers",13,1.2,"false","false","",""
"pamhc2foodextended:poutineitem","Poutine",19,1.2,"false","false","",""
"pamhc2foodextended:powdereddonutitem","Powdered Donut",8,1.2,"false","false","",""
"pamhc2foodextended:pralinesitem","Pralines",3,1.2,"false","false","",""
"pamhc2foodextended:pumpkinoatsconesitem","Pumpkin Oat Scones",10,1.2,"false","false","",""
"pamhc2foodextended:pumpkinspicelatteitem","Pumpkin Spice Latte",21,1.2,"false","false","",""
"pamhc2foodextended:quesadillaitem","Quesadilla",9,1.2,"false","false","",""
"pamhc2foodextended:rainbowcurryitem","Rainbow Curry",8,1.2,"false","false","",""
"pamhc2foodextended:raisinsitem","Raisins",3,1.2,"false","false","",""
"pamhc2foodextended:rambutanjellyitem","Rambutan Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/rambutanjelly",""
"pamhc2foodextended:rambutanjellysandwichitem","Rambutan Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:rambutanjellytoastitem","Rambutan Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:rambutanjuiceitem","Rambutan Juice",9,1.2,"false","false","forge:juices, forge:juices/rambutanjuice",""
"pamhc2foodextended:rambutanpieitem","Rambutan Pie",9,1.2,"false","false","",""
"pamhc2foodextended:rambutansmoothieitem","Rambutan Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:rambutanyogurtitem","Rambutan Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:ramenitem","Ramen",12,1.2,"false","false","",""
"pamhc2foodextended:ranchfriedchickenitem","Ranch Fried Chicken",13,1.2,"false","false","",""
"pamhc2foodextended:raspberryjellyitem","Raspberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/raspberryjelly",""
"pamhc2foodextended:raspberryjellysandwichitem","Raspberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:raspberryjellytoastitem","Raspberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:raspberryjuiceitem","Raspberry Juice",5,1.2,"false","false","forge:juices, forge:juices/raspberryjuice",""
"pamhc2foodextended:raspberrypieitem","Raspberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:raspberrysmoothieitem","Raspberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:raspberrytrifleitem","Raspberry Trifle",11,1.2,"false","false","diet:fruits",""
"pamhc2foodextended:raspberryyogurtitem","Raspberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:rawtofabbititem","Raw Tofabbit",3,1.2,"false","false","forge:rawmeats, forge:rawmeats/rawtofabbititem, forge:rawrabbit, forge:rawrabbit/rawtofabbititem",""
"pamhc2foodextended:rawtofaconitem","Raw Tofacon",3,1.2,"false","false","diet:proteins, forge:rawmeats, forge:rawmeats/rawtofaconitem, forge:rawpork, forge:rawpork/rawtofaconitem",""
"pamhc2foodextended:rawtofeakitem","Raw Tofeak",3,1.2,"false","false","forge:rawbeef, forge:rawbeef/rawtofeakitem, forge:rawmeats, forge:rawmeats/rawtofeakitem",""
"pamhc2foodextended:rawtofickenitem","Raw Toficken",3,1.2,"false","false","forge:rawchicken, forge:rawchicken/rawtofickenitem, forge:rawmeats, forge:rawmeats/rawtofickenitem",""
"pamhc2foodextended:rawtofishitem","Raw Tofish",3,1.2,"false","false","diet:proteins, forge:rawfish, forge:rawfish/rawtofishitem, forge:rawmeats, forge:rawmeats/rawtofishitem",""
"pamhc2foodextended:rawtofuttonitem","Raw Tofutton",3,1.2,"false","false","forge:rawmeats, forge:rawmeats/rawtofuttonitem, forge:rawmutton, forge:rawmutton/rawtofuttonitem",""
"pamhc2foodextended:redvelvetcupcakeitem","Red Velvet Cupcake",13,1.2,"false","false","",""
"pamhc2foodextended:refriedbeansitem","Refried Beans",6,1.2,"false","false","diet:proteins",""
"pamhc2foodextended:ricecakeitem","Rice Cake",2,1.2,"false","false","",""
"pamhc2foodextended:ricepuddingitem","Rice Pudding",9,1.2,"false","false","",""
"pamhc2foodextended:rivermudcakeitem","Rive Mud Cake",16,1.2,"false","false","diet:grains, diet:sugars",""
"pamhc2foodextended:roastchickenitem","Roast Chicken",8,1.2,"false","false","",""
"pamhc2foodextended:roastedrootveggiemedleyitem","Roasted Root Veggie Medley",7,1.2,"false","false","",""
"pamhc2foodextended:roastpotatoesitem","Roast Potatoes",7,1.2,"false","false","",""
"pamhc2foodextended:rootbeerfloatitem","Rootbeer Float",10,1.2,"false","false","",""
"pamhc2foodextended:rootbeersodaitem","Rootbeer Soda",6,1.2,"false","false","diet:sugars, forge:sodas, forge:sodas/rootbeersodaitem",""
"pamhc2foodextended:rosepetalteaitem","Rose Petal Tea",4,1.2,"false","false","",""
"pamhc2foodextended:rouxitem","Roux",6,1.2,"false","false","",""
"pamhc2foodextended:salisburysteakitem","Salisbury Steak",10,1.2,"false","false","",""
"pamhc2foodextended:salsaitem","Salsa",8,1.2,"false","false","diet:vegetables, forge:salsa, forge:salsa/salsa",""
"pamhc2foodextended:saltedcaramelitem","Salted Caramel",7,1.2,"false","false","",""
"pamhc2foodextended:saucedlambkebabitem","Sauced Lamb Kebabs",17,1.2,"false","false","",""
"pamhc2foodextended:sauerbratenitem","Sauerbraten",13,1.2,"false","false","",""
"pamhc2foodextended:sausagebeanmeltitem","Sausage Bean Melt",15,1.2,"false","false","",""
"pamhc2foodextended:sausageinbreaditem","Sausage in Bread",17,1.2,"false","false","",""
"pamhc2foodextended:sausageitem","Sausage",6,1.2,"false","false","forge:sausage, forge:sausage/sausage",""
"pamhc2foodextended:sausagerollitem","Sausage Roll",12,1.2,"false","false","",""
"pamhc2foodextended:scallionbakedpotatoitem","Scallion Baked Potato",10,1.2,"false","false","",""
"pamhc2foodextended:schnitzelitem","Schnitzel",11,1.2,"false","false","diet:grains, diet:proteins",""
"pamhc2foodextended:seedsoupitem","Seed Soup",9,1.2,"false","false","diet:proteins, diet:vegetables",""
"pamhc2foodextended:sesameballitem","Sesame Ball",8,1.2,"false","false","",""
"pamhc2foodextended:sesamesnapsitem","Sesame Snaps",3,1.2,"false","false","",""
"pamhc2foodextended:shepardspieitem","Shepard's Pie",13,1.2,"false","false","",""
"pamhc2foodextended:silkentofuitem","Silken Tofu",2,1.2,"false","false","forge:butter, forge:butter/silkentofu, forge:cheese, forge:cheese/silkentofu, forge:cream, forge:cream/silkentofu",""
"pamhc2foodextended:slawdogitem","Slawdog",24,1.2,"false","false","",""
"pamhc2foodextended:sorbetitem","Sorbet",7,1.2,"false","false","",""
"pamhc2foodextended:sourcreamandonionpotatochipsitem","Sour Cream and Onion Potato Chips",8,1.2,"false","false","",""
"pamhc2foodextended:soursopjellyitem","Soursop Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/soursopjelly",""
"pamhc2foodextended:soursopjellysandwichitem","Soursop Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:soursopjellytoastitem","Soursop Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:soursopjuiceitem","Soursop Juice",9,1.2,"false","false","forge:juices, forge:juices/soursopjuice",""
"pamhc2foodextended:soursoppieitem","Soursop Pie",9,1.2,"false","false","",""
"pamhc2foodextended:soursopsmoothieitem","Soursop Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:soursopyogurtitem","Soursop Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:southernstylebreakfastitem","Southern Style Breakfast",22,1.2,"false","false","",""
"pamhc2foodextended:soymilkitem","Soy Milk",2,1.2,"false","false","diet:proteins, forge:milk, forge:milk/soymilk",""
"pamhc2foodextended:spagettiandmeatballsitem","Spagetti and Meatballs",12,1.2,"false","false","",""
"pamhc2foodextended:spagettiitem","Spagetti",9,1.2,"false","false","",""
"pamhc2foodextended:spaghettidinneritem","Spagetti Dinner",25,1.2,"false","false","",""
"pamhc2foodextended:spicebunitem","Spicebun",13,1.2,"false","false","diet:fruits, diet:grains",""
"pamhc2foodextended:spicygreensitem","Spicy Greens",13,1.2,"false","false","",""
"pamhc2foodextended:spicymustardporkitem","Spicy Mustard Pork",7,1.2,"false","false","",""
"pamhc2foodextended:spinachpieitem","Spinach Pie",11,1.2,"false","false","",""
"pamhc2foodextended:splitpeasoupitem","Split Pea Soup",14,1.2,"false","false","",""
"pamhc2foodextended:springfieldcashewchickenitem","Springfield Cashew Chicken",16,1.2,"false","false","",""
"pamhc2foodextended:springrollitem","Spring Roll",18,1.2,"false","false","diet:grains, diet:proteins, diet:vegetables",""
"pamhc2foodextended:springsaladitem","Spring Salad",13,1.2,"false","false","",""
"pamhc2foodextended:sprinklescupcakeitem","Sprinkles Cupcake",13,1.2,"false","false","",""
"pamhc2foodextended:starfruitjellyitem","Starfruit Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/starfruitjelly",""
"pamhc2foodextended:starfruitjellysandwichitem","Starfruit Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:starfruitjellytoastitem","Starfruit Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:starfruitjuiceitem","Starfruit Juice",9,1.2,"false","false","forge:juices, forge:juices/starfruitjuice",""
"pamhc2foodextended:starfruitpieitem","Starfruit Pie",9,1.2,"false","false","",""
"pamhc2foodextended:starfruitsmoothieitem","Starfruit Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:starfruityogurtitem","Starfruit Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:steakandchipsitem","Steak and Chips",10,1.2,"false","false","",""
"pamhc2foodextended:steakfajitaitem","Steak Fajita",16,1.2,"false","false","",""
"pamhc2foodextended:steaktartareitem","Steak Tartare",9,1.2,"false","false","",""
"pamhc2foodextended:strawberryjellyitem","Strawberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/strawberryjelly",""
"pamhc2foodextended:strawberryjellysandwichitem","Strawberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:strawberryjellytoastitem","Strawberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:strawberryjuiceitem","Strawberry Juice",5,1.2,"false","false","forge:juices, forge:juices/strawberryjuice",""
"pamhc2foodextended:strawberrypieitem","Strawberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:strawberryrhubarbpieitem","Strawberry Rhubarb",8,1.2,"false","false","",""
"pamhc2foodextended:strawberrysmoothieitem","Strawberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:strawberrysodaitem","Strawberry Soda",4,1.2,"false","false","diet:sugars, forge:sodas, forge:sodas/strawberrysodaitem",""
"pamhc2foodextended:strawberrysouffleitem","Strawberry Souffle",13,1.2,"false","false","",""
"pamhc2foodextended:strawberryyogurtitem","Strawberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:stuffedchilipeppersitem","Stuffed Chili Peppers",13,1.2,"false","false","",""
"pamhc2foodextended:stuffedeggplantitem","Stuffed Eggplant",13,1.2,"false","false","",""
"pamhc2foodextended:stuffedmushroomitem","Stuffed Mushroom",11,1.2,"false","false","",""
"pamhc2foodextended:stuffedpepperitem","Stuffed Pepper",8,1.2,"false","false","",""
"pamhc2foodextended:stuffingitem","Stuffing",15,1.2,"false","false","",""
"pamhc2foodextended:suaderoitem","Suadero",6,1.2,"false","false","",""
"pamhc2foodextended:succotashitem","Succotash",11,1.2,"false","false","",""
"pamhc2foodextended:sugarcookieitem","Sugar Cookie",10,1.2,"false","false","diet:grains, diet:sugars",""
"pamhc2foodextended:summersquashwithradishitem","Summer Squash with Radish",11,1.2,"false","false","",""
"pamhc2foodextended:sundayhighteaitem","Sunday High Tea",19,1.2,"false","false","",""
"pamhc2foodextended:sundayroastitem","Sunday Roast",19,1.2,"false","false","",""
"pamhc2foodextended:sunflowerbroccolisaladitem","Sunflower Broccoli Salad",12,1.2,"false","false","",""
"pamhc2foodextended:sunflowerseedsbutteritem","Sunflower Seeds Butter",2,1.2,"false","false","",""
"pamhc2foodextended:sunflowerwheatrollsitem","Sunflower Wheat Rolls",10,1.2,"false","false","",""
"pamhc2foodextended:supremepizzaitem","Supreme Pizza",21,1.2,"false","false","",""
"pamhc2foodextended:surfandturfitem","Surf and Turf",9,1.2,"false","false","",""
"pamhc2foodextended:sushiitem","Sushi",5,1.2,"false","false","",""
"pamhc2foodextended:swedishmeatballsitem","Swedish Meatballs",18,1.2,"false","false","",""
"pamhc2foodextended:sweetandsourchickenitem","Sweet and Sour Chicken",26,1.2,"false","false","",""
"pamhc2foodextended:sweetandsourmeatballsitem","Sweet and Sour Meatballs",19,1.2,"false","false","",""
"pamhc2foodextended:sweetberryjellysandwichitem","Sweet Berry Jelly Sandwich",11,1.2,"false","false","",""
"pamhc2foodextended:sweetpickleitem","Sweet Pickle",10,1.2,"false","false","",""
"pamhc2foodextended:sweetpotatopieitem","Sweet Potato Pie",9,1.2,"false","false","",""
"pamhc2foodextended:sweetpotatosouffleitem","Sweet Potato Souffle",9,1.2,"false","false","",""
"pamhc2foodextended:sweetteaitem","Sweet Tea",7,1.2,"false","false","",""
"pamhc2foodextended:szechuaneggplantitem","Szechuan Eggplant",20,1.2,"false","false","",""
"pamhc2foodextended:tacoitem","Taco",15,1.2,"false","false","",""
"pamhc2foodextended:taiyakiitem","Taiyaki",11,1.2,"false","false","",""
"pamhc2foodextended:tamarindjellyitem","Tamarind Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/tamarindjelly",""
"pamhc2foodextended:tamarindjellysandwichitem","Tamarind Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:tamarindjellytoastitem","Tamarind Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:tamarindjuiceitem","Tamarind Juice",9,1.2,"false","false","forge:juices, forge:juices/tamarindjuice",""
"pamhc2foodextended:tamarindpieitem","Tamarind Pie",9,1.2,"false","false","",""
"pamhc2foodextended:tamarindsmoothieitem","Tamarind Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:tamarindyogurtitem","Tamarind Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:tatertotsitem","Tatertots",6,1.2,"false","false","",""
"pamhc2foodextended:teriyakichickenitem","Teriyaki Chicken",15,1.2,"false","false","",""
"pamhc2foodextended:theatreboxitem","Theatre Box",15,1.2,"false","false","diet:sugars, diet:vegetables",""
"pamhc2foodextended:threebeansaladitem","Three Bean Salad",15,1.2,"false","false","",""
"pamhc2foodextended:timpanoitem","Timpano",37,1.2,"false","false","",""
"pamhc2foodextended:timtamitem","Timtam",8,1.2,"false","false","diet:grains, diet:sugars",""
"pamhc2foodextended:tiropitaitem","Tiropita",12,1.2,"false","false","",""
"pamhc2foodextended:toadintheholeitem","Toad in the Hole",21,1.2,"false","false","",""
"pamhc2foodextended:toastedwesternitem","Toasted Western",18,1.2,"false","false","",""
"pamhc2foodextended:toastsandwichitem","Toast Sandwich",13,1.2,"false","false","",""
"pamhc2foodextended:tomatoherbchickenitem","Tomato Herb Chicken",7,1.2,"false","false","",""
"pamhc2foodextended:tomatosoupitem","Tomato Soup",9,1.2,"false","false","",""
"pamhc2foodextended:tortillachipsitem","Torilla Chips",8,1.2,"false","false","diet:grains, forge:tortillachips, forge:tortillachips/tortillachips",""
"pamhc2foodextended:tortillaitem","Tortilla",4,1.2,"false","false","forge:tortilla, forge:tortilla/tortilla",""
"pamhc2foodextended:turkishdelightitem","Turkish Delight",8,1.2,"false","false","",""
"pamhc2foodextended:vanillaconchasbreaditem","Vanilla Conchas Bread",9,1.2,"false","false","diet:grains",""
"pamhc2foodextended:vanillaicecreamitem","Vanilla Ice Cream",6,1.2,"false","false","forge:icecreams, forge:icecreams/vanillaicecream",""
"pamhc2foodextended:vegemiteitem","Vegemite",6,1.2,"false","false","diet:ingredients",""
"pamhc2foodextended:vegemiteontoastitem","Vegemite on Toast",12,1.2,"false","false","",""
"pamhc2foodextended:vegetablesoupitem","Vegetable Soup",11,1.2,"false","false","",""
"pamhc2foodextended:vegetarianlettucewrapitem","Vegetarian Lettuce Wrap",10,1.2,"false","false","",""
"pamhc2foodextended:veggiestirfryitem","Veggie Stirfry",12,1.2,"false","false","",""
"pamhc2foodextended:veggiestripsitem","Veggie Strips",13,1.2,"false","false","",""
"pamhc2foodextended:vindalooitem","Vindaloo",15,1.2,"false","false","",""
"pamhc2foodextended:wafflesitem","Waffles",12,1.2,"false","false","",""
"pamhc2foodextended:walnutbutteritem","Walnut Butter",2,1.2,"false","false","forge:nutbutters, forge:nutbutters/walnutbutter",""
"pamhc2foodextended:walnutraisinbreaditem","Walnut Raisin Bread",10,1.2,"false","false","",""
"pamhc2foodextended:weekendpicnicitem","Weekend Picnic",43,1.2,"false","false","",""
"pamhc2foodextended:wontonsoupitem","Wonton Soup",13,1.2,"false","false","",""
"pamhc2foodextended:yorkshirepuddingitem","Yorkshire Pudding",14,1.2,"false","false","",""
"pamhc2foodextended:zeppoleitem","Zeppole",8,1.2,"false","false","",""
"pamhc2foodextended:zestyzucchiniitem","Zesty Zucchini",13,1.2,"false","false","",""
"pamhc2foodextended:zucchinibakeitem","Zucchini Bake",17,1.2,"false","false","",""
"pamhc2foodextended:zucchinifriesitem","Zucchini Fries",15,1.2,"false","false","",""
"pamhc2trees:almonditem","Almond",1,0.3,"false","false","diet:proteins, forge:crops/almond, forge:flour_plants, forge:flour_plants/almond, forge:nuts/almond",""
"pamhc2trees:apricotitem","Apricot",4,0.3,"false","false","diet:fruits, forge:crops/apricot, forge:fruits, forge:fruits/apricot, forge:vinegar_ingredients, forge:vinegar_ingredients/apricot",""
"pamhc2trees:avocadoitem","Avocado",4,0.3,"false","false","diet:fruits, forge:crops/avocado, forge:egg, forge:egg/avocado, forge:vegetables, forge:vegetables/avocado",""
"pamhc2trees:bananaitem","Banana",4,0.3,"false","false","alexsmobs:bananas, alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, diet:fruits, forge:crops/banana, forge:egg, forge:egg/banana, forge:flour_plants, forge:flour_plants/banana, forge:fruits, forge:fruits/banana, forge:vinegar_ingredients, forge:vinegar_ingredients/banana",""
"pamhc2trees:breadfruititem","Breadfruit",4,0.3,"false","false","diet:fruits, forge:crops/breadfruit, forge:flour_plants, forge:flour_plants/breadfruit, forge:fruits, forge:fruits/breadfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/breadfruit",""
"pamhc2trees:candlenutitem","Candlenut",1,0.1,"false","false","diet:proteins, forge:crops/candlenut",""
"pamhc2trees:cashewitem","Cashew",1,0.3,"false","false","diet:proteins, forge:crops/cashew, forge:flour_plants, forge:flour_plants/cashew, forge:nuts/cashew",""
"pamhc2trees:cherryitem","Cherry",4,0.3,"false","false","diet:fruits, environmental:deer_food, environmental:deer_tempt_items, forge:crops/cherry, forge:fruits, forge:fruits/cherry, forge:vinegar_ingredients, forge:vinegar_ingredients/cherry",""
"pamhc2trees:chestnutitem","Chestnut",1,0.3,"false","false","diet:proteins, forge:crops/chestnut, forge:flour_plants, forge:flour_plants/chestnut, forge:nuts/chestnut",""
"pamhc2trees:coconutitem","Coconut",4,0.3,"false","false","diet:fruits, forge:crops/coconut, forge:flour_plants, forge:flour_plants/coconut",""
"pamhc2trees:dateitem","Date",4,0.3,"false","false","diet:fruits, forge:crops/date, forge:fruits, forge:fruits/date, forge:vinegar_ingredients, forge:vinegar_ingredients/date",""
"pamhc2trees:dragonfruititem","Dragonfruit",4,0.3,"false","false","diet:fruits, forge:crops/dragonfruit, forge:fruits, forge:fruits/dragonfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/dragonfruit",""
"pamhc2trees:durianitem","Durian",1,0.1,"false","false","diet:fruits, forge:crops/durian, forge:fruits, forge:fruits/durian, forge:vinegar_ingredients, forge:vinegar_ingredients/durian",""
"pamhc2trees:figitem","Fig",4,0.3,"false","false","diet:fruits, forge:crops/fig, forge:fruits, forge:fruits/fig, forge:vinegar_ingredients, forge:vinegar_ingredients/fig",""
"pamhc2trees:gooseberryitem","Gooseberry",2,0.1,"false","false","diet:fruits, forge:berries, forge:berries/gooseberry, forge:crops/gooseberry, forge:fruits, forge:fruits/gooseberry, forge:vinegar_ingredients, forge:vinegar_ingredients/gooseberry",""
"pamhc2trees:grapefruititem","Grapefruit",4,0.3,"false","false","diet:fruits, forge:citrusfruits, forge:citrusfruits/grapefruit, forge:crops/grapefruit, forge:fruits, forge:fruits/grapefruit, forge:vinegar_ingredients, forge:vinegar_ingredients/grapefruit",""
"pamhc2trees:guavaitem","Guava",4,0.3,"false","false","diet:fruits, forge:crops/guava, forge:fruits, forge:fruits/guava, forge:vinegar_ingredients, forge:vinegar_ingredients/guava",""
"pamhc2trees:hazelnutitem","Hazelnut",1,0.3,"false","false","diet:proteins, forge:crops/hazelnut, forge:flour_plants, forge:flour_plants/hazelnut, forge:nuts/hazelnut",""
"pamhc2trees:jackfruititem","Jackfruit",4,0.3,"false","false","diet:fruits, forge:crops/jackfruit, forge:fruits, forge:fruits/jackfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/jackfruit",""
"pamhc2trees:lemonitem","Lemon",1,0.1,"false","false","diet:fruits, forge:citrusfruits, forge:citrusfruits/lemon, forge:crops/lemon, forge:fruits, forge:fruits/lemon, forge:vinegar_ingredients, forge:vinegar_ingredients/lemon",""
"pamhc2trees:limeitem","Lime",1,0.1,"false","false","diet:fruits, forge:citrusfruits, forge:citrusfruits/lime, forge:crops/lime, forge:fruits, forge:fruits/lime, forge:vinegar_ingredients, forge:vinegar_ingredients/lime",""
"pamhc2trees:lycheeitem","Lychee",4,0.3,"false","false","diet:fruits, forge:crops/lychee, forge:fruits, forge:fruits/lychee, forge:vinegar_ingredients, forge:vinegar_ingredients/lychee",""
"pamhc2trees:mangoitem","Mango",4,0.3,"false","false","diet:fruits, forge:crops/mango, forge:fruits, forge:fruits/mango, forge:vinegar_ingredients, forge:vinegar_ingredients/mango",""
"pamhc2trees:maplesyrupitem","item.pamhc2trees.maplesyrupitem",1,0.1,"false","false","diet:sugars, forge:crops/maple",""
"pamhc2trees:oliveitem","Olive",4,0.3,"false","false","diet:fruits, forge:crops/olive, forge:vegetables, forge:vegetables/olive",""
"pamhc2trees:orangeitem","Orange",4,0.3,"false","false","diet:fruits, forge:crops/orange, forge:fruits, forge:fruits/orange, forge:vinegar_ingredients, forge:vinegar_ingredients/orange",""
"pamhc2trees:papayaitem","Papaya",4,0.3,"false","false","diet:fruits, forge:crops/papaya, forge:fruits, forge:fruits/papaya, forge:vinegar_ingredients, forge:vinegar_ingredients/papaya",""
"pamhc2trees:passionfruititem","Passionfruit",4,0.3,"false","false","diet:fruits, forge:crops/passionfruit, forge:fruits, forge:fruits/passionfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/passionfruit",""
