"ID","Name","Description","Parent"
"minecraft:recipes/food/cooked_chicken_from_campfire_cooking","minecraft:recipes/food/cooked_chicken_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_chicken_from_smoking","minecraft:recipes/food/cooked_chicken_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_cod","minecraft:recipes/food/cooked_cod","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_cod_from_campfire_cooking","minecraft:recipes/food/cooked_cod_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_cod_from_smoking","minecraft:recipes/food/cooked_cod_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_mutton","minecraft:recipes/food/cooked_mutton","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_mutton_from_campfire_cooking","minecraft:recipes/food/cooked_mutton_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_mutton_from_smoking","minecraft:recipes/food/cooked_mutton_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_porkchop","minecraft:recipes/food/cooked_porkchop","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_porkchop_from_campfire_cooking","minecraft:recipes/food/cooked_porkchop_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_porkchop_from_smoking","minecraft:recipes/food/cooked_porkchop_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_rabbit","minecraft:recipes/food/cooked_rabbit","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_rabbit_from_campfire_cooking","minecraft:recipes/food/cooked_rabbit_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_rabbit_from_smoking","minecraft:recipes/food/cooked_rabbit_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_salmon","minecraft:recipes/food/cooked_salmon","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_salmon_from_campfire_cooking","minecraft:recipes/food/cooked_salmon_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cooked_salmon_from_smoking","minecraft:recipes/food/cooked_salmon_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cookie","minecraft:recipes/food/cookie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/dried_kelp","minecraft:recipes/food/dried_kelp","<null>","minecraft:recipes/root"
"minecraft:recipes/food/dried_kelp_from_campfire_cooking","minecraft:recipes/food/dried_kelp_from_campfire_cooking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/dried_kelp_from_smelting","minecraft:recipes/food/dried_kelp_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/food/dried_kelp_from_smoking","minecraft:recipes/food/dried_kelp_from_smoking","<null>","minecraft:recipes/root"
"minecraft:recipes/food/golden_apple","minecraft:recipes/food/golden_apple","<null>","minecraft:recipes/root"
"minecraft:recipes/food/honey_bottle","minecraft:recipes/food/honey_bottle","<null>","minecraft:recipes/root"
"minecraft:recipes/food/mushroom_stew","minecraft:recipes/food/mushroom_stew","<null>","minecraft:recipes/root"
"minecraft:recipes/food/pumpkin_pie","minecraft:recipes/food/pumpkin_pie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_brown_mushroom","minecraft:recipes/food/rabbit_stew_from_brown_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_red_mushroom","minecraft:recipes/food/rabbit_stew_from_red_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/andesite_countertop_from_polished_andesite_slab_stonecutting","minecraft:recipes/immersivecooking/andesite_countertop_from_polished_andesite_slab_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/andesite_countertop_from_polished_andesite_stonecutting","minecraft:recipes/immersivecooking/andesite_countertop_from_polished_andesite_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/blackstone_countertop_from_polished_blackstone_slab_stonecutting","minecraft:recipes/immersivecooking/blackstone_countertop_from_polished_blackstone_slab_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/blackstone_countertop_from_polished_blackstone_stonecutting","minecraft:recipes/immersivecooking/blackstone_countertop_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/diorite_countertop_from_polished_diorite_slab_stonecutting","minecraft:recipes/immersivecooking/diorite_countertop_from_polished_diorite_slab_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/diorite_countertop_from_polished_diorite_stonecutting","minecraft:recipes/immersivecooking/diorite_countertop_from_polished_diorite_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/granite_countertop_from_polished_granite_slab_stonecutting","minecraft:recipes/immersivecooking/granite_countertop_from_polished_granite_slab_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/granite_countertop_from_polished_granite_stonecutting","minecraft:recipes/immersivecooking/granite_countertop_from_polished_granite_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/stone_countertop_from_smooth_stone_slab_stonecutting","minecraft:recipes/immersivecooking/stone_countertop_from_smooth_stone_slab_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivecooking/stone_countertop_from_smooth_stone_stonecutting","minecraft:recipes/immersivecooking/stone_countertop_from_smooth_stone_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivepetroleum/asphalt_slab_from_asphalt_stonecutting","minecraft:recipes/immersivepetroleum/asphalt_slab_from_asphalt_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/immersivepetroleum/asphalt_stairs_from_asphalt_stonecutting","minecraft:recipes/immersivepetroleum/asphalt_stairs_from_asphalt_stonecutting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/beacon","minecraft:recipes/misc/beacon","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/black_dye","minecraft:recipes/misc/black_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/black_dye_from_wither_rose","minecraft:recipes/misc/black_dye_from_wither_rose","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/blue_dye","minecraft:recipes/misc/blue_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/blue_dye_from_cornflower","minecraft:recipes/misc/blue_dye_from_cornflower","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal","minecraft:recipes/misc/bone_meal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal_from_bone_block","minecraft:recipes/misc/bone_meal_from_bone_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/book","minecraft:recipes/misc/book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bowl","minecraft:recipes/misc/bowl","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/brick","minecraft:recipes/misc/brick","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/brown_dye","minecraft:recipes/misc/brown_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bucket","minecraft:recipes/misc/bucket","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/charcoal","minecraft:recipes/misc/charcoal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/coal","minecraft:recipes/misc/coal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/coal_from_blasting","minecraft:recipes/misc/coal_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/coal_from_smelting","minecraft:recipes/misc/coal_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/conduit","minecraft:recipes/misc/conduit","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/creeper_banner_pattern","minecraft:recipes/misc/creeper_banner_pattern","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/cyan_dye","minecraft:recipes/misc/cyan_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/diamond","minecraft:recipes/misc/diamond","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/diamond_from_blasting","minecraft:recipes/misc/diamond_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/diamond_from_smelting","minecraft:recipes/misc/diamond_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/emerald","minecraft:recipes/misc/emerald","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/emerald_from_blasting","minecraft:recipes/misc/emerald_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/emerald_from_smelting","minecraft:recipes/misc/emerald_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/ender_eye","minecraft:recipes/misc/ender_eye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/fire_charge","minecraft:recipes/misc/fire_charge","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/flower_banner_pattern","minecraft:recipes/misc/flower_banner_pattern","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot","minecraft:recipes/misc/gold_ingot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_blasting","minecraft:recipes/misc/gold_ingot_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_gold_block","minecraft:recipes/misc/gold_ingot_from_gold_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_nuggets","minecraft:recipes/misc/gold_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_nugget","minecraft:recipes/misc/gold_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_nugget_from_blasting","minecraft:recipes/misc/gold_nugget_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_nugget_from_smelting","minecraft:recipes/misc/gold_nugget_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gray_dye","minecraft:recipes/misc/gray_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/green_dye","minecraft:recipes/misc/green_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot","minecraft:recipes/misc/iron_ingot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_blasting","minecraft:recipes/misc/iron_ingot_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_iron_block","minecraft:recipes/misc/iron_ingot_from_iron_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_nuggets","minecraft:recipes/misc/iron_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_nugget","minecraft:recipes/misc/iron_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_nugget_from_blasting","minecraft:recipes/misc/iron_nugget_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_nugget_from_smelting","minecraft:recipes/misc/iron_nugget_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lapis_from_blasting","minecraft:recipes/misc/lapis_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lapis_from_smelting","minecraft:recipes/misc/lapis_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lapis_lazuli","minecraft:recipes/misc/lapis_lazuli","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/leather","minecraft:recipes/misc/leather","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/leather_horse_armor","minecraft:recipes/misc/leather_horse_armor","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_blue_orchid","minecraft:recipes/misc/light_blue_dye_from_blue_orchid","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_blue_white_dye","minecraft:recipes/misc/light_blue_dye_from_blue_white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_azure_bluet","minecraft:recipes/misc/light_gray_dye_from_azure_bluet","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_black_white_dye","minecraft:recipes/misc/light_gray_dye_from_black_white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_gray_white_dye","minecraft:recipes/misc/light_gray_dye_from_gray_white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_white_tulip","minecraft:recipes/misc/light_gray_dye_from_white_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lime_dye","minecraft:recipes/misc/lime_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lime_dye_from_smelting","minecraft:recipes/misc/lime_dye_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_allium","minecraft:recipes/misc/magenta_dye_from_allium","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_blue_red_pink","minecraft:recipes/misc/magenta_dye_from_blue_red_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_blue_red_white_dye","minecraft:recipes/misc/magenta_dye_from_blue_red_white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lilac","minecraft:recipes/misc/magenta_dye_from_lilac","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_purple_and_pink","minecraft:recipes/misc/magenta_dye_from_purple_and_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/map","minecraft:recipes/misc/map","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/melon_seeds","minecraft:recipes/misc/melon_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/mojang_banner_pattern","minecraft:recipes/misc/mojang_banner_pattern","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/nether_brick","minecraft:recipes/misc/nether_brick","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/netherite_ingot","minecraft:recipes/misc/netherite_ingot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/netherite_ingot_from_netherite_block","minecraft:recipes/misc/netherite_ingot_from_netherite_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/netherite_scrap","minecraft:recipes/misc/netherite_scrap","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/netherite_scrap_from_blasting","minecraft:recipes/misc/netherite_scrap_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_orange_tulip","minecraft:recipes/misc/orange_dye_from_orange_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_red_yellow","minecraft:recipes/misc/orange_dye_from_red_yellow","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/paper","minecraft:recipes/misc/paper","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_peony","minecraft:recipes/misc/pink_dye_from_peony","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_pink_tulip","minecraft:recipes/misc/pink_dye_from_pink_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_red_white_dye","minecraft:recipes/misc/pink_dye_from_red_white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/popped_chorus_fruit","minecraft:recipes/misc/popped_chorus_fruit","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pumpkin_seeds","minecraft:recipes/misc/pumpkin_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/purple_dye","minecraft:recipes/misc/purple_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/quartz","minecraft:recipes/misc/quartz","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/quartz_from_blasting","minecraft:recipes/misc/quartz_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_beetroot","minecraft:recipes/misc/red_dye_from_beetroot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_poppy","minecraft:recipes/misc/red_dye_from_poppy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_rose_bush","minecraft:recipes/misc/red_dye_from_rose_bush","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_tulip","minecraft:recipes/misc/red_dye_from_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/skull_banner_pattern","minecraft:recipes/misc/skull_banner_pattern","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/slime_ball","minecraft:recipes/misc/slime_ball","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/stick","minecraft:recipes/misc/stick","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/stick_from_bamboo_item","minecraft:recipes/misc/stick_from_bamboo_item","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/sugar_from_honey_bottle","minecraft:recipes/misc/sugar_from_honey_bottle","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/sugar_from_sugar_cane","minecraft:recipes/misc/sugar_from_sugar_cane","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/wheat","minecraft:recipes/misc/wheat","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/white_dye","minecraft:recipes/misc/white_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/white_dye_from_lily_of_the_valley","minecraft:recipes/misc/white_dye_from_lily_of_the_valley","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/writable_book","minecraft:recipes/misc/writable_book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_dandelion","minecraft:recipes/misc/yellow_dye_from_dandelion","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_sunflower","minecraft:recipes/misc/yellow_dye_from_sunflower","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_button","minecraft:recipes/redstone/acacia_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_door","minecraft:recipes/redstone/acacia_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_fence_gate","minecraft:recipes/redstone/acacia_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_pressure_plate","minecraft:recipes/redstone/acacia_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_trapdoor","minecraft:recipes/redstone/acacia_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_button","minecraft:recipes/redstone/birch_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_door","minecraft:recipes/redstone/birch_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_fence_gate","minecraft:recipes/redstone/birch_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_pressure_plate","minecraft:recipes/redstone/birch_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_trapdoor","minecraft:recipes/redstone/birch_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/comparator","minecraft:recipes/redstone/comparator","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/crimson_button","minecraft:recipes/redstone/crimson_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/crimson_door","minecraft:recipes/redstone/crimson_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/crimson_fence_gate","minecraft:recipes/redstone/crimson_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/crimson_pressure_plate","minecraft:recipes/redstone/crimson_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/crimson_trapdoor","minecraft:recipes/redstone/crimson_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_button","minecraft:recipes/redstone/dark_oak_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_door","minecraft:recipes/redstone/dark_oak_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_fence_gate","minecraft:recipes/redstone/dark_oak_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_pressure_plate","minecraft:recipes/redstone/dark_oak_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_trapdoor","minecraft:recipes/redstone/dark_oak_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/daylight_detector","minecraft:recipes/redstone/daylight_detector","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dispenser","minecraft:recipes/redstone/dispenser","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dropper","minecraft:recipes/redstone/dropper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/heavy_weighted_pressure_plate","minecraft:recipes/redstone/heavy_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/hopper","minecraft:recipes/redstone/hopper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_door","minecraft:recipes/redstone/iron_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_trapdoor","minecraft:recipes/redstone/iron_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_button","minecraft:recipes/redstone/jungle_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_door","minecraft:recipes/redstone/jungle_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_fence_gate","minecraft:recipes/redstone/jungle_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_pressure_plate","minecraft:recipes/redstone/jungle_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_trapdoor","minecraft:recipes/redstone/jungle_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/lectern","minecraft:recipes/redstone/lectern","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/lever","minecraft:recipes/redstone/lever","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/light_weighted_pressure_plate","minecraft:recipes/redstone/light_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/note_block","minecraft:recipes/redstone/note_block","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/oak_button","minecraft:recipes/redstone/oak_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/oak_door","minecraft:recipes/redstone/oak_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/oak_fence_gate","minecraft:recipes/redstone/oak_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/oak_pressure_plate","minecraft:recipes/redstone/oak_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/oak_trapdoor","minecraft:recipes/redstone/oak_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/observer","minecraft:recipes/redstone/observer","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/piston","minecraft:recipes/redstone/piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/polished_blackstone_button","minecraft:recipes/redstone/polished_blackstone_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/polished_blackstone_pressure_plate","minecraft:recipes/redstone/polished_blackstone_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone","minecraft:recipes/redstone/redstone","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_block","minecraft:recipes/redstone/redstone_block","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_from_blasting","minecraft:recipes/redstone/redstone_from_blasting","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_from_smelting","minecraft:recipes/redstone/redstone_from_smelting","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_lamp","minecraft:recipes/redstone/redstone_lamp","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_torch","minecraft:recipes/redstone/redstone_torch","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/repeater","minecraft:recipes/redstone/repeater","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_button","minecraft:recipes/redstone/spruce_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_door","minecraft:recipes/redstone/spruce_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_fence_gate","minecraft:recipes/redstone/spruce_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_pressure_plate","minecraft:recipes/redstone/spruce_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_trapdoor","minecraft:recipes/redstone/spruce_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/sticky_piston","minecraft:recipes/redstone/sticky_piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_button","minecraft:recipes/redstone/stone_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_pressure_plate","minecraft:recipes/redstone/stone_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/target","minecraft:recipes/redstone/target","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tnt","minecraft:recipes/redstone/tnt","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/trapped_chest","minecraft:recipes/redstone/trapped_chest","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tripwire_hook","minecraft:recipes/redstone/tripwire_hook","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/warped_button","minecraft:recipes/redstone/warped_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/warped_door","minecraft:recipes/redstone/warped_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/warped_fence_gate","minecraft:recipes/redstone/warped_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/warped_pressure_plate","minecraft:recipes/redstone/warped_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/warped_trapdoor","minecraft:recipes/redstone/warped_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/root","minecraft:recipes/root","<null>","-"
"minecraft:recipes/tools/clock","minecraft:recipes/tools/clock","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/compass","minecraft:recipes/tools/compass","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_axe","minecraft:recipes/tools/diamond_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_hoe","minecraft:recipes/tools/diamond_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_pickaxe","minecraft:recipes/tools/diamond_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_shovel","minecraft:recipes/tools/diamond_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/fishing_rod","minecraft:recipes/tools/fishing_rod","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/flint_and_steel","minecraft:recipes/tools/flint_and_steel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_axe","minecraft:recipes/tools/golden_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_hoe","minecraft:recipes/tools/golden_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_pickaxe","minecraft:recipes/tools/golden_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_shovel","minecraft:recipes/tools/golden_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_axe","minecraft:recipes/tools/iron_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_hoe","minecraft:recipes/tools/iron_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_pickaxe","minecraft:recipes/tools/iron_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_shovel","minecraft:recipes/tools/iron_shovel","<null>","minecraft:recipes/root"
